Player,Player_ID,Season_ID,KI,MK,HB,GL,BH,HO,TK,FF,FA,FantasyAve
"Varcoe, Travis",781,2019,5.88,3.69,6.56,0.56,0.38,0.00,2.63,0.38,1.06,53.30
"Vardy, Nathan",782,2021,2.00,1.44,2.22,0.56,0.00,10.22,1.22,0.56,0.89,31.10
"Vardy, Nathan",782,2019,2.73,1.55,3.82,0.00,0.00,20.73,2.73,0.82,0.91,50.20
"Venables, Daniel",783,2019,4.50,3.00,4.83,0.33,0.17,0.00,2.67,0.33,0.67,43.30
"Vickers-Willis, Ed",784,2020,6.67,3.00,5.33,0.00,0.00,0.00,2.00,0.67,0.67,57.90
"Viney, Jack",785,2021,10.80,2.47,11.53,0.27,0.47,0.00,7.07,2.00,1.20,91.60
"Viney, Jack",785,2020,10.38,2.50,9.50,0.31,0.25,0.00,4.19,1.75,0.94,94.30
"Viney, Jack",785,2019,10.00,3.24,11.14,0.19,0.19,0.00,5.24,1.52,1.19,82.20
"Vlastuin, Nick",786,2021,12.92,6.83,5.25,0.00,0.08,0.00,2.25,0.75,1.17,76.10
"Vlastuin, Nick",786,2020,8.95,4.75,4.70,0.05,0.00,0.00,2.10,0.70,0.95,71.30
"Vlastuin, Nick",786,2019,11.38,6.50,7.75,0.04,0.04,0.00,2.88,1.04,1.00,79.00
"Wagner, Corey",787,2019,6.55,2.46,4.55,0.55,0.46,0.00,4.09,0.82,1.09,53.70
"Wagner, Josh",788,2019,8.58,2.75,6.75,0.00,0.17,0.00,2.17,0.33,0.42,55.40
"Walker, Brandon",789,2021,7.20,3.60,3.20,0.00,0.30,0.00,1.70,0.10,0.40,44.80
"Walker, Josh",790,2019,8.09,6.18,4.09,0.00,0.00,0.18,1.36,0.36,0.27,56.20
"Walker, Josh",790,2020,6.29,3.82,4.41,0.18,0.18,0.12,1.12,0.65,0.59,54.90
"Walker, Josh",790,2021,7.29,5.43,4.91,0.14,0.05,0.71,1.05,0.48,0.43,53.00
"Walker, Taylor",791,2020,5.29,2.57,2.21,1.07,0.64,0.36,1.00,0.71,0.57,48.00
"Walker, Taylor",791,2021,9.12,5.29,4.24,2.82,1.71,2.35,1.35,1.18,1.24,75.60
"Walker, Taylor",791,2019,7.96,5.09,4.05,1.96,1.00,0.00,1.46,1.05,1.27,63.00
"Wallis, Mitch",793,2021,4.67,3.33,5.50,0.67,0.33,0.00,1.67,0.83,0.50,45.30
"Wallis, Mitch",793,2019,9.90,3.60,11.90,0.80,0.50,0.00,2.70,2.20,1.10,79.30
"Wallis, Mitch",793,2020,4.61,2.33,4.61,1.39,0.78,0.00,1.78,1.11,0.39,57.80
"Walsh, Sam",794,2020,11.35,4.29,9.18,0.47,0.24,0.00,2.77,0.41,0.82,96.70
"Walsh, Sam",794,2021,13.55,5.77,16.27,0.55,0.27,0.00,4.55,1.09,1.46,109.00
"Walsh, Sam",794,2019,13.50,5.14,11.68,0.27,0.59,0.00,3.14,0.59,0.91,91.90
"Walters, Michael",795,2020,10.36,3.14,7.29,1.07,0.50,0.00,2.86,1.86,0.71,91.40
"Walters, Michael",795,2021,9.19,3.94,4.75,0.88,0.69,0.00,2.06,1.31,0.88,61.80
"Walters, Michael",795,2019,13.77,3.77,8.00,1.82,0.77,0.00,3.55,2.27,1.14,93.40
"Ward, Callan",796,2020,8.00,2.29,6.86,0.43,0.14,0.14,1.57,1.00,0.57,66.30
"Ward, Callan",796,2021,11.58,3.75,11.13,0.63,0.21,0.21,2.96,1.42,1.00,82.70
"Warner, Chad",797,2021,10.39,2.39,6.23,0.62,0.39,0.00,3.69,0.46,1.31,66.20
"Waterman, Alec",798,2021,5.86,3.07,4.29,1.21,0.57,0.00,2.00,0.57,0.43,50.50
"Waterman, Jake",799,2020,7.80,5.10,2.50,0.90,0.20,0.00,0.80,0.60,0.30,65.30
"Waterman, Jake",799,2019,8.62,5.77,3.46,1.15,0.39,0.00,1.23,0.54,0.31,61.90
"Waterman, Jake",799,2021,9.21,6.36,3.14,0.93,0.57,0.00,1.93,0.86,0.50,66.20
"Watson, Tobe",801,2021,6.64,4.64,4.64,0.09,0.00,0.00,1.09,0.46,0.36,47.40
"Webster, Jimmy",803,2019,10.63,2.63,6.38,0.00,0.00,0.00,1.88,0.63,0.50,59.10
"Webster, Jimmy",803,2021,10.25,4.65,5.85,0.05,0.00,0.00,1.45,0.60,0.45,61.80
"Weideman, Sam",804,2019,5.46,4.18,4.82,1.00,0.73,1.27,1.46,0.64,0.55,51.40
"Weideman, Sam",804,2020,4.54,3.15,3.15,1.46,0.62,0.00,0.46,0.54,0.62,49.10
"Weightman, Cody",805,2021,7.50,3.00,2.50,1.63,0.81,0.00,1.88,1.56,0.56,54.40
"Weitering, Jacob",806,2020,8.59,4.35,2.47,0.00,0.06,0.00,1.00,0.77,0.77,57.90
"Weitering, Jacob",806,2019,9.95,5.75,3.25,0.00,0.00,0.00,1.45,0.30,1.05,56.60
"Weitering, Jacob",806,2021,13.68,7.59,2.73,0.00,0.05,0.09,1.32,0.82,0.64,73.60
"Weller, Lachie",807,2021,10.54,5.46,8.00,0.54,0.23,0.00,3.39,0.39,0.62,79.50
"Weller, Lachie",807,2020,9.47,2.29,7.41,0.71,0.18,0.00,2.82,0.77,0.53,81.30
"Weller, Lachie",807,2019,13.35,4.77,8.71,0.12,0.29,0.00,2.77,0.71,0.71,82.40
"Westhoff, Justin",812,2020,6.42,3.75,3.75,0.83,0.58,3.50,2.17,0.67,0.67,68.00
"Westhoff, Justin",812,2019,10.85,5.85,6.55,0.60,0.65,0.35,2.80,0.50,0.75,77.30
"Whitfield, Lachie",814,2021,16.65,6.29,8.35,0.18,0.06,0.00,2.41,0.88,0.65,95.20
"Whitfield, Lachie",814,2020,13.18,6.53,9.77,0.06,0.12,0.00,2.00,0.88,0.71,107.40
"Whitfield, Lachie",814,2019,16.95,7.68,10.05,0.58,0.37,0.00,2.79,0.68,0.74,107.50
"Wicks, Sam",815,2020,4.43,2.14,3.86,0.43,0.14,0.00,4.57,0.71,1.14,57.10
"Wicks, Sam",815,2021,6.50,2.96,4.64,0.77,0.82,0.00,4.05,0.77,1.09,56.80
"Wilkie, Callum",816,2020,9.37,3.21,3.26,0.00,0.00,0.00,1.16,0.63,0.58,59.70
"Wilkie, Callum",816,2021,11.27,5.73,3.86,0.00,0.05,0.00,1.77,0.77,1.14,63.20
"Wilkie, Callum",816,2019,10.05,5.14,4.68,0.00,0.00,0.05,1.91,0.32,1.09,59.60
"Williams, Bailey",817,2021,3.83,2.50,2.00,0.50,0.50,8.33,1.33,0.17,1.17,36.80
"Williams, Bailey",817,2019,11.00,4.56,4.33,0.00,0.44,0.00,2.22,0.22,0.67,62.90
"Williams, Bailey",817,2020,11.22,4.56,5.33,0.17,0.11,0.00,1.33,0.67,0.50,79.50
"Williams, Bailey",817,2021,10.74,4.52,5.91,0.04,0.09,0.00,2.30,0.44,0.52,66.00
"Williams, Marley",819,2020,8.63,2.75,3.63,0.00,0.13,0.00,1.63,0.50,0.75,57.80
"Williams, Marley",819,2019,9.06,2.24,7.41,0.06,0.00,0.00,1.77,0.59,0.41,55.50
"Williams, Zac",820,2020,12.36,3.46,4.55,0.18,0.18,0.00,2.27,0.64,0.64,82.00
"Williams, Zac",820,2021,14.36,3.93,4.50,0.36,0.29,0.00,1.86,0.79,1.00,71.50
"Williams, Zac",820,2019,17.33,5.13,6.33,0.21,0.13,0.00,3.13,0.67,0.71,92.50
"Williamson, Tom",821,2021,7.55,3.91,3.73,0.18,0.27,0.00,1.46,0.18,0.73,47.00
"Williamson, Tom",821,2020,6.87,3.20,3.67,0.07,0.07,0.00,1.87,0.73,0.60,55.50
"Wills, Rupert",822,2020,5.38,1.25,10.25,0.00,0.00,0.00,4.75,1.00,1.13,71.30
"Wills, Rupert",822,2019,5.33,2.56,10.33,0.00,0.11,0.11,7.44,1.22,1.00,72.60
"Wilson, Nathan",823,2020,10.20,3.33,3.47,0.07,0.07,0.00,0.93,0.60,0.20,64.70
"Wilson, Nathan",823,2021,12.94,4.11,3.94,0.00,0.22,0.00,1.00,0.67,0.72,61.80
"Wilson, Nathan",823,2019,14.22,3.67,3.67,0.00,0.17,0.00,1.22,0.39,0.56,64.80
"Wines, Ollie",827,2019,11.25,3.42,14.00,0.58,0.33,0.00,4.92,0.33,0.83,93.30
"Wines, Ollie",827,2020,10.41,1.77,11.41,0.47,0.29,0.00,3.77,1.35,0.59,96.40
"Wines, Ollie",827,2021,15.08,4.17,17.29,0.42,0.63,0.00,4.38,1.38,0.79,112.00
"Wingard, Chad",828,2019,10.50,3.21,8.00,0.86,0.64,0.00,4.29,0.71,0.79,78.40
"Wingard, Chad",828,2021,12.44,3.63,9.88,0.75,0.69,0.00,3.81,1.19,0.50,88.10
"Wingard, Chad",828,2020,8.53,2.88,6.24,1.06,0.65,0.00,3.59,0.82,0.47,84.30
"Witherden, Alex",829,2020,15.33,6.50,3.83,0.00,0.00,0.00,1.17,1.00,0.33,97.30
"Witherden, Alex",829,2021,18.44,6.56,3.78,0.11,0.00,0.00,2.00,0.44,1.33,87.70
"Witherden, Alex",829,2019,14.44,5.52,3.87,0.09,0.13,0.00,1.65,0.57,0.74,73.20
"Witts, Jarrod",830,2020,5.77,2.18,4.29,0.00,0.18,28.06,1.65,1.06,1.24,80.70
"Witts, Jarrod",830,2019,8.55,2.91,6.00,0.14,0.14,45.82,3.05,2.18,1.00,104.50
"Wood, Easton",831,2020,6.08,3.85,3.46,0.00,0.00,0.00,1.46,0.54,0.62,51.50
"Wood, Easton",831,2021,7.40,4.67,4.33,0.13,0.00,0.00,1.47,0.60,0.80,49.70
"Wood, Easton",831,2019,7.61,4.35,4.00,0.00,0.09,0.00,1.35,1.09,1.13,47.00
"Wood, Mason",832,2020,4.75,2.75,4.00,0.38,0.25,0.00,1.25,0.50,0.50,46.30
"Wood, Mason",832,2021,5.67,3.33,4.56,0.78,0.22,0.00,2.67,0.33,0.78,49.70
"Wood, Mason",832,2019,8.00,3.83,5.44,1.17,1.17,0.00,1.94,1.00,0.83,60.80
"Woodcock, Boyd",833,2021,5.71,3.57,4.71,0.57,0.43,0.00,2.00,0.57,1.14,46.30
"Worpel, James",834,2020,11.13,2.60,8.00,0.13,0.47,0.00,5.40,0.73,1.20,96.50
"Worpel, James",834,2021,11.60,2.70,9.70,0.50,0.40,0.00,4.10,0.75,1.35,78.80
"Worpel, James",834,2019,14.05,3.27,12.50,0.41,0.36,0.00,4.86,0.91,1.14,96.70
"Wright, Peter",836,2019,8.47,5.00,3.53,1.24,0.77,6.71,1.53,1.06,0.41,68.30
"Wright, Peter",836,2021,6.95,4.29,4.76,1.38,0.67,9.91,1.76,1.48,1.10,67.30
"Xerri, Tristan",838,2021,3.25,1.75,4.25,0.13,0.25,7.38,2.13,0.50,2.00,34.90
"Yeo, Elliot",839,2020,10.70,2.20,8.50,0.00,0.10,0.00,5.60,0.50,2.50,89.00
"Yeo, Elliot",839,2021,12.50,2.25,9.50,0.25,0.58,0.00,5.25,1.67,1.67,83.00
"Yeo, Elliot",839,2019,14.04,3.65,9.70,0.48,0.52,0.00,7.35,1.65,1.61,102.10
"Young, Hayden",841,2021,10.63,5.63,5.25,0.00,0.00,0.00,2.38,0.88,0.38,68.50
"Young, Lachie",842,2019,6.67,4.00,4.33,0.00,0.00,0.00,1.67,0.33,0.17,47.20
"Young, Lachie",842,2021,7.20,3.87,4.00,0.00,0.13,0.00,1.53,0.87,1.07,45.10
"Young, Lewis",843,2021,5.22,2.67,5.78,0.11,0.11,7.89,1.56,1.00,0.78,48.80
"Zaharakis, David",845,2021,5.67,2.33,3.33,0.22,0.22,0.00,1.78,0.00,0.44,38.00
"Zaharakis, David",845,2020,6.30,2.40,7.90,0.90,0.40,0.00,2.00,0.10,0.30,68.60
"Zaharakis, David",845,2019,11.90,4.95,8.40,0.30,0.10,0.00,2.80,0.70,0.55,79.50
"Zerk-Thatcher, Brandon",846,2021,6.00,3.67,4.00,0.00,0.00,0.17,1.83,0.50,1.00,42.00
"Zerk-Thatcher, Brandon",846,2020,4.60,3.00,3.60,0.00,0.20,0.00,0.80,0.50,0.50,40.50
"Ziebell, Jack",847,2020,4.75,3.13,3.13,0.13,0.88,0.00,2.00,0.38,0.75,47.00
"Ziebell, Jack",847,2021,20.29,7.38,4.95,0.10,0.00,0.00,1.91,0.81,0.67,99.90
"Ziebell, Jack",847,2019,12.82,3.82,7.64,1.09,0.73,0.00,4.77,1.46,1.09,89.70
"Zorko, Dayne",848,2020,13.06,3.82,3.77,0.53,0.88,0.00,4.41,1.18,1.18,96.90
"Zorko, Dayne",848,2021,16.78,5.30,7.35,0.74,0.78,0.00,6.09,1.35,1.74,106.70
"Zorko, Dayne",848,2019,16.83,3.92,5.50,0.96,0.79,0.00,6.67,1.63,1.29,104.20
"Zurhaar, Cameron",849,2020,6.38,2.88,3.38,1.13,0.69,0.06,2.38,1.13,1.06,61.80
"Zurhaar, Cameron",849,2019,7.26,4.11,5.16,1.37,0.63,0.21,3.26,1.05,1.26,63.80
"Zurhaar, Cameron",849,2021,8.15,3.75,3.60,1.55,1.15,0.00,2.90,0.95,1.35,61.90
