Player,Player_ID,Season_ID,KI,MK,HB,GL,BH,HO,TK,FF,FA,FantasyAve
"Gleeson, Martin",275,2019,10.22,4.44,6.33,0.00,0.11,0.00,1.11,0.78,1.33,58.00
"Gleeson, Martin",275,2020,5.77,3.08,5.00,0.00,0.00,0.00,1.31,0.15,0.62,50.10
"Goldstein, Todd",276,2020,6.18,1.94,8.77,0.35,0.35,27.77,2.06,2.24,1.00,99.50
"Goldstein, Todd",276,2021,7.27,3.64,7.00,0.55,0.18,29.77,1.91,1.59,1.14,85.80
"Goldstein, Todd",276,2019,6.32,2.82,10.46,0.23,0.32,33.50,1.73,1.55,1.27,88.10
"Gowers, Billy",278,2019,5.60,3.00,3.30,1.30,1.40,0.00,1.30,0.50,1.30,43.40
"Graham, Caleb",279,2020,5.14,3.57,2.00,0.00,0.00,0.00,0.29,0.29,1.00,35.70
"Graham, Caleb",279,2021,4.33,3.50,2.75,0.00,0.08,6.83,0.67,0.25,0.83,36.30
"Graham, Jack",280,2020,6.88,1.94,8.13,0.13,0.13,0.00,4.50,0.94,1.19,73.70
"Graham, Jack",280,2019,9.56,2.25,7.44,0.50,0.19,0.00,7.06,0.44,1.25,78.40
"Graham, Jack",280,2021,10.00,2.55,9.00,0.50,0.32,0.00,5.55,0.96,1.23,78.40
"Gray, Robbie",282,2021,8.72,3.72,8.94,1.11,0.44,0.00,2.67,0.89,0.78,71.60
"Gray, Robbie",282,2020,6.68,2.11,9.90,0.79,0.37,0.00,3.00,0.63,1.00,76.10
"Gray, Robbie",282,2019,9.95,3.74,12.21,1.26,0.74,0.00,2.21,1.74,1.00,81.40
"Gray, Sam",283,2020,5.43,2.14,5.29,0.14,0.29,0.00,2.14,0.57,0.14,53.90
"Gray, Sam",283,2019,8.35,3.80,9.05,1.00,0.85,0.00,3.50,1.05,0.65,74.50
"Greaves, Damon",284,2021,6.86,2.29,3.71,0.14,0.00,0.00,1.71,0.86,0.29,42.60
"Green, Tom",285,2020,5.17,2.50,10.00,0.17,0.50,0.00,2.33,0.33,0.50,65.80
"Green, Tom",285,2021,7.72,3.06,12.28,0.39,0.33,0.06,2.94,1.06,0.83,69.90
"Greene, Toby",286,2020,9.39,4.00,6.46,1.31,0.85,0.00,1.46,0.62,0.85,82.10
"Greene, Toby",286,2021,12.89,4.33,4.28,2.50,2.28,0.11,2.17,1.83,1.61,83.30
"Greene, Toby",286,2019,14.90,5.47,8.47,1.42,0.74,0.00,3.37,1.26,1.53,97.50
"Greenwood, Hugh",287,2019,8.50,2.43,8.57,0.79,0.36,0.00,6.00,0.93,0.64,78.00
"Greenwood, Hugh",287,2021,10.20,1.67,7.33,0.40,0.40,0.53,8.67,1.07,0.47,87.90
"Greenwood, Hugh",287,2020,10.18,1.59,7.65,0.18,0.24,0.18,6.88,0.94,1.06,96.70
"Greenwood, Levi",288,2020,6.17,1.33,5.50,0.17,0.00,0.00,3.17,0.33,0.17,58.80
"Greenwood, Levi",288,2019,9.41,4.53,5.35,0.00,0.06,0.00,2.53,0.29,0.65,61.10
"Gresham, Jade",289,2020,10.09,2.27,7.55,0.64,0.55,0.00,1.91,0.91,1.18,76.90
"Gresham, Jade",289,2019,13.53,3.74,9.11,0.79,0.68,0.00,2.90,0.79,1.47,83.40
"Grimes, Dylan",290,2020,6.30,3.95,3.55,0.00,0.05,0.00,1.75,0.75,0.60,54.80
"Grimes, Dylan",290,2021,7.57,5.62,6.05,0.00,0.00,0.00,2.24,1.10,0.95,58.90
"Grimes, Dylan",290,2019,7.17,5.38,5.75,0.00,0.00,0.00,2.17,1.00,0.71,56.70
"Grundy, Brodie",291,2020,5.53,3.00,8.84,0.16,0.16,31.21,3.58,2.26,1.47,109.70
"Grundy, Brodie",291,2021,9.25,3.60,9.85,0.60,0.30,32.35,4.20,1.55,2.15,106.40
"Grundy, Brodie",291,2019,9.88,4.38,11.42,0.29,0.46,42.58,4.33,2.21,1.96,124.00
"Guelfi, Matt",293,2020,6.55,3.36,6.09,0.00,0.00,0.00,1.64,0.46,0.73,58.40
"Guelfi, Matt",293,2019,8.00,3.24,5.71,0.18,0.12,0.00,2.88,0.53,0.65,56.40
"Guelfi, Matt",293,2021,6.20,3.70,5.60,0.30,0.20,0.00,2.70,0.55,0.95,51.40
"Gulden, Errol",294,2021,10.83,4.56,4.83,0.78,0.61,0.00,2.89,1.33,0.78,71.70
"Gunston, Jack",295,2020,8.31,4.25,3.00,1.94,1.31,0.00,1.38,0.63,0.56,76.30
"Gunston, Jack",295,2019,11.05,5.55,4.45,1.30,1.05,0.15,2.30,0.55,0.45,76.10
"Guthrie, Cameron",296,2019,9.55,3.50,8.85,0.50,0.20,0.00,4.90,0.50,0.95,77.30
"Guthrie, Cameron",296,2020,10.71,4.52,10.57,0.33,0.10,0.00,4.10,0.81,0.86,104.50
"Guthrie, Cameron",296,2021,14.87,5.61,14.13,0.17,0.35,0.00,4.00,0.83,0.70,105.80
"Guthrie, Zach",297,2021,9.23,3.92,3.08,0.00,0.08,0.00,2.46,0.54,0.31,55.20
"Hall, Aaron",298,2019,12.00,3.67,7.67,0.67,0.83,0.00,3.83,0.67,0.83,80.70
"Hall, Aaron",298,2020,8.93,3.13,5.67,0.67,0.93,0.00,2.47,0.40,0.53,76.40
"Hall, Aaron",298,2021,21.15,7.50,6.75,0.10,0.30,0.00,2.25,0.40,0.20,109.20
"Ham, Brayden",299,2020,6.70,2.80,3.20,0.10,0.10,0.00,1.30,0.10,0.20,50.40
"Ham, Brayden",299,2021,6.21,3.00,5.74,0.26,0.53,0.00,1.58,0.26,0.47,46.40
"Hamill, Will",300,2020,4.13,1.88,4.38,0.00,0.00,0.00,1.75,1.00,0.88,40.20
"Hamill, Will",300,2021,5.53,1.59,4.65,0.00,0.00,0.00,2.06,1.06,0.47,38.50
"Hamling, Joel",301,2019,6.23,5.05,4.41,0.00,0.00,0.00,1.14,0.96,0.55,46.50
"Hanley, Pearce",302,2020,8.38,3.75,3.25,0.00,0.13,0.00,1.50,0.50,1.00,58.10
"Hanley, Pearce",302,2019,13.75,4.75,6.75,0.06,0.06,0.00,2.31,0.56,0.94,76.40
"Hannan, Mitch",303,2019,5.33,3.00,4.83,0.67,0.17,0.00,1.33,0.50,0.67,42.70
"Hannan, Mitch",303,2020,4.56,2.33,3.44,0.78,0.33,0.00,1.67,0.89,0.67,47.60
"Hannan, Mitch",303,2021,6.71,3.47,3.12,0.82,0.77,0.35,3.00,0.65,0.47,54.10
"Hannebery, Dan",304,2020,8.38,2.38,9.25,0.13,0.25,0.00,1.63,0.25,0.63,70.80
"Hanrahan, Oliver",305,2020,6.29,1.43,4.43,0.43,0.57,0.00,1.00,0.71,0.57,47.70
"Hanrahan, Oliver",305,2019,7.56,3.00,5.56,0.78,0.44,0.00,1.00,0.44,0.22,51.70
"Hanrahan, Oliver",305,2021,5.46,2.39,5.39,0.62,0.46,0.00,1.00,0.54,0.31,42.10
"Harbrow, Jarrod",306,2020,9.08,3.08,3.31,0.00,0.00,0.00,1.00,0.46,0.92,56.00
"Harbrow, Jarrod",306,2019,13.91,4.81,5.00,0.00,0.05,0.00,1.62,0.76,0.95,70.60
"Hardwick, Blake",307,2020,8.69,2.81,4.19,0.06,0.00,0.00,1.31,0.13,0.44,59.10
"Hardwick, Blake",307,2021,15.60,5.40,5.30,0.00,0.10,0.00,2.05,1.10,0.50,81.50
"Hardwick, Blake",307,2019,11.73,4.50,5.64,0.09,0.09,0.00,3.14,0.64,0.50,72.30
"Harmes, James",308,2020,6.69,2.31,8.08,0.15,0.15,0.00,2.08,0.62,1.15,62.10
"Harmes, James",308,2021,8.44,2.89,12.33,0.39,0.56,0.00,5.22,1.11,1.33,79.60
"Harmes, James",308,2019,12.46,3.73,12.00,0.55,0.73,0.00,5.14,1.14,1.46,93.90
"Hartigan, Kyle",309,2020,5.67,3.08,3.58,0.00,0.00,0.00,1.50,0.67,0.67,47.60
"Hartigan, Kyle",309,2021,5.58,3.47,5.00,0.00,0.00,0.11,0.84,0.79,1.47,37.00
"Hartigan, Kyle",309,2019,6.26,4.16,4.00,0.00,0.00,0.00,0.95,0.63,0.53,42.10
"Hartlett, Hamish",310,2021,8.50,3.30,6.60,0.20,0.20,0.00,2.20,0.80,1.10,56.30
"Hartlett, Hamish",310,2019,12.00,4.36,7.27,0.00,0.18,0.00,3.18,1.18,0.46,76.40
"Hartlett, Hamish",310,2020,9.16,3.63,5.63,0.11,0.05,0.00,2.79,0.84,0.58,75.70
"Hately, Jackson",312,2020,7.83,4.67,5.83,0.00,0.00,0.00,2.33,0.33,0.33,72.30
"Hately, Jackson",312,2019,8.57,4.71,7.43,0.29,0.14,0.00,3.43,0.71,1.14,67.60
"Hawkins, Tom",313,2020,8.19,5.43,4.14,2.33,1.71,2.14,1.91,0.33,0.86,90.50
"Hawkins, Tom",313,2019,8.46,5.25,4.42,2.33,1.33,1.17,1.54,0.58,1.00,70.20
"Hawkins, Tom",313,2021,8.60,5.16,5.08,2.48,1.48,3.68,2.00,0.56,1.40,75.80
"Hayden, Kyron",314,2020,4.75,2.75,5.13,0.00,0.00,0.00,1.50,0.38,0.88,45.60
"Hayes, Will",315,2019,8.56,4.00,7.00,0.44,0.11,0.00,3.33,0.56,1.11,65.00
"Haynes, Nick",316,2020,12.24,7.12,3.77,0.00,0.00,0.00,1.35,0.77,0.41,88.20
"Haynes, Nick",316,2021,12.05,7.43,5.71,0.05,0.05,0.00,0.81,0.67,0.62,72.20
"Haynes, Nick",316,2019,13.83,7.87,4.96,0.04,0.13,0.00,1.52,0.48,0.44,80.70
"Hayward, Will",317,2019,6.85,3.31,4.46,0.92,1.23,0.00,2.69,0.69,0.62,55.80
"Hayward, Will",317,2020,5.44,3.38,4.63,0.63,0.19,0.00,2.31,0.69,0.75,59.10
"Hayward, Will",317,2021,6.70,4.05,3.70,1.40,0.75,0.00,3.00,0.75,0.90,58.90
"Heeney, Isaac",318,2020,8.83,4.83,5.50,1.17,1.17,0.00,2.50,1.00,0.17,88.30
"Heeney, Isaac",318,2021,10.57,5.67,5.29,1.71,1.00,0.05,1.95,1.05,0.76,77.20
"Heeney, Isaac",318,2019,10.77,5.73,9.27,1.18,0.68,0.05,3.86,1.23,0.91,89.80
"Henderson, Lachie",319,2019,8.83,4.83,3.67,0.17,0.00,0.00,1.33,0.50,0.50,53.70
"Henderson, Lachie",319,2020,9.79,6.43,3.29,0.07,0.00,0.00,1.21,0.21,0.93,72.40
"Henderson, Lachie",319,2021,10.95,6.95,4.38,0.14,0.10,0.00,1.24,0.95,0.91,66.60
"Henderson, Ricky",320,2020,7.86,5.29,7.14,0.00,0.00,0.00,1.57,0.43,0.14,75.00
"Henderson, Ricky",320,2019,15.14,7.23,9.46,0.55,0.36,0.00,2.09,0.59,0.59,96.80
"Henry, Jack",321,2020,7.48,3.91,2.29,0.05,0.00,0.00,1.67,0.33,0.91,54.10
"Henry, Jack",321,2019,7.61,4.22,2.87,0.00,0.17,0.00,1.48,0.30,0.39,46.40
"Henry, Jack",321,2021,9.04,6.25,4.96,0.29,0.08,0.42,1.79,0.71,0.33,64.90
"Henry, Liam",322,2021,6.24,2.18,2.77,0.59,0.53,0.00,1.06,0.77,0.59,38.10
"Henry, Oliver",323,2021,6.10,4.40,3.00,0.70,0.80,0.00,0.90,0.40,0.10,46.20
"Heppell, Dyson",324,2019,12.78,5.44,13.50,0.22,0.28,0.00,2.89,1.22,0.61,94.20
"Heppell, Dyson",324,2021,14.53,6.95,10.21,0.11,0.05,0.00,2.47,0.79,0.63,94.30
"Hewett, George",326,2020,4.83,1.83,9.00,0.17,0.00,0.00,3.17,0.33,0.50,63.10
"Hewett, George",326,2021,7.62,3.52,10.29,0.00,0.00,0.00,3.38,0.57,0.71,66.00
"Hewett, George",326,2019,8.64,2.55,13.23,0.05,0.00,0.00,4.46,0.96,1.27,75.20
"Hibberd, Michael",327,2020,9.64,4.43,5.64,0.07,0.00,0.00,1.00,0.93,0.43,72.00
"Hibberd, Michael",327,2021,7.47,3.41,5.88,0.00,0.00,0.00,2.06,0.94,0.59,51.80
"Hibberd, Michael",327,2019,10.37,3.95,6.68,0.00,0.11,0.00,1.53,0.84,0.68,61.30
"Hickey, Tom",329,2019,6.00,2.90,6.45,0.45,0.10,19.40,2.55,0.65,1.85,67.10
"Hickey, Tom",329,2021,9.19,2.86,7.33,0.48,0.33,24.10,2.14,1.19,1.81,82.40
"Higgins, Jack",330,2020,8.90,3.60,5.60,0.50,0.70,0.00,1.70,1.60,0.60,73.80
"Higgins, Jack",330,2019,9.23,3.00,7.46,0.69,0.31,0.00,3.00,0.08,0.39,67.00
"Higgins, Jack",330,2021,8.47,4.16,6.90,1.42,0.84,0.00,2.21,1.05,0.63,69.10
"Higgins, Shaun",331,2020,10.94,3.71,10.41,0.24,0.06,0.00,2.94,0.82,0.88,95.20
"Higgins, Shaun",331,2019,13.06,3.77,15.35,0.59,0.65,0.00,2.88,0.88,0.82,95.30
"Higgins, Shaun",331,2021,8.72,4.44,9.83,0.22,0.67,0.00,2.72,0.61,0.72,70.50
"Highmore, Tom",332,2021,7.46,5.08,5.77,0.00,0.00,0.00,2.39,0.77,1.00,56.50
"Hill, Bobby",333,2019,6.13,2.25,3.63,0.88,0.63,0.00,2.75,0.50,0.38,48.60
"Hill, Bobby",333,2021,6.65,1.94,2.41,0.82,0.71,0.00,2.82,0.59,0.24,47.40
"Hill, Bradley",334,2020,10.58,3.32,4.84,0.11,0.16,0.00,1.42,0.26,0.63,70.30
"Hill, Bradley",334,2021,12.68,3.91,7.05,0.14,0.05,0.00,2.27,0.27,0.96,71.20
"Hill, Bradley",334,2019,17.82,3.68,7.27,0.27,0.36,0.00,2.27,0.32,0.59,88.70
"Hill, Stephen",335,2020,8.00,3.33,5.08,0.00,0.00,0.00,1.75,0.58,0.50,62.80
"Himmelberg, Elliott",336,2019,5.43,3.43,4.14,1.14,0.57,6.14,3.29,1.00,1.14,59.10
"Himmelberg, Elliott",336,2021,5.25,3.13,3.63,1.00,0.75,1.75,1.00,1.25,0.88,43.50
"Himmelberg, Elliott",336,2020,5.27,3.00,4.36,0.82,0.91,3.27,1.82,1.00,0.27,62.60
"Himmelberg, Harry",337,2020,6.00,2.69,3.56,0.94,0.25,0.88,1.69,0.88,0.94,55.90
"Himmelberg, Harry",337,2021,8.08,4.50,4.46,1.50,0.79,0.21,1.92,0.92,0.88,62.60
"Himmelberg, Harry",337,2019,6.76,4.20,5.12,1.52,0.48,0.16,1.92,0.76,1.04,58.20
"Hind, Nick",338,2020,5.60,1.70,4.20,0.60,0.50,0.00,2.80,0.60,1.10,53.60
"Hind, Nick",338,2019,7.82,2.00,3.09,1.00,0.91,0.00,1.91,0.27,0.73,48.30
"Hind, Nick",338,2021,16.59,5.18,5.77,0.18,0.09,0.00,2.05,0.86,0.86,84.50
"Hipwood, Eric",340,2021,7.38,4.94,3.19,1.63,1.25,0.00,1.25,0.75,1.06,56.90
"Hipwood, Eric",340,2020,7.74,4.16,2.11,1.26,1.00,0.00,0.90,0.68,0.90,62.60
"Hipwood, Eric",340,2019,7.91,4.65,2.22,1.52,1.26,0.04,1.83,0.57,1.35,56.40
"Hodge, Luke",341,2019,12.64,5.82,4.27,0.00,0.09,0.00,1.77,0.64,1.09,68.50
"Hogan, Jesse",342,2020,5.86,5.29,4.29,0.71,0.57,0.00,0.57,0.43,0.29,60.90
"Hogan, Jesse",342,2021,8.22,6.33,4.56,2.22,1.00,0.00,1.22,0.67,0.78,70.30
"Hogan, Jesse",342,2019,7.75,6.00,7.00,1.08,0.83,0.25,0.83,0.67,0.25,66.10
"Holman, Nick",343,2020,4.00,2.25,6.08,0.17,0.00,0.00,3.42,0.50,0.92,54.20
"Holman, Nick",343,2019,6.25,2.08,8.17,0.58,0.42,0.00,5.08,1.33,1.08,63.70
"Holman, Nick",343,2021,6.94,4.19,5.88,0.63,0.31,0.00,4.50,0.94,0.94,65.30
"Holmes, Max",344,2021,4.50,2.00,5.33,0.08,0.58,0.00,2.67,0.25,0.33,41.20
"Hombsch, Jack",345,2019,5.83,3.61,3.06,0.00,0.00,0.00,1.50,0.56,0.67,39.00
"Hooker, Cale",347,2020,5.38,4.63,5.75,0.38,0.38,0.00,0.75,0.50,0.63,57.20
"Hooker, Cale",347,2021,5.89,3.61,5.56,1.83,1.33,0.56,1.50,0.67,1.00,56.20
"Hooker, Cale",347,2019,9.89,7.56,7.50,0.22,0.11,0.11,0.83,0.89,0.72,70.90
"Hopper, Jacob",348,2020,9.35,2.35,9.88,0.06,0.41,0.00,4.18,1.29,1.06,88.10
"Hopper, Jacob",348,2021,13.52,3.13,12.87,0.44,0.30,0.00,3.83,1.26,1.70,90.10
"Hopper, Jacob",348,2019,13.17,3.17,12.87,0.44,0.48,0.00,4.13,1.70,1.30,92.20
"Hore, Marty",349,2019,10.36,4.93,5.21,0.07,0.00,0.00,1.50,0.86,0.57,61.90
"Horlin-Smith, George",350,2019,5.86,2.43,6.00,0.29,0.29,0.00,2.43,0.71,0.86,46.70
"Hoskin-Elliott, Will",352,2020,6.83,4.72,4.00,0.61,0.44,0.00,0.94,0.39,0.39,62.20
"Hoskin-Elliott, Will",352,2019,10.32,6.74,4.58,1.00,0.42,0.00,1.74,0.53,0.42,72.90
"Hoskin-Elliott, Will",352,2021,10.65,6.20,5.05,0.65,0.10,0.00,2.25,0.30,0.70,71.90
"Houli, Bachar",353,2021,13.25,6.42,9.67,0.08,0.00,0.00,3.33,0.67,0.42,91.60
"Houli, Bachar",353,2020,10.08,3.69,8.54,0.00,0.08,0.00,2.15,0.46,0.54,82.40
"Houli, Bachar",353,2019,16.46,6.41,11.36,0.05,0.00,0.00,2.64,1.09,0.41,102.00
"Houston, Dan",354,2020,12.41,4.18,4.82,0.06,0.18,0.00,2.88,1.00,0.41,89.00
"Houston, Dan",354,2019,12.91,4.29,8.52,0.29,0.24,0.00,3.10,0.52,1.05,80.30
"Houston, Dan",354,2021,13.61,4.78,7.30,0.30,0.26,0.00,2.44,0.44,0.65,80.10
"Howard, Dougal",355,2019,7.60,4.47,4.00,0.67,0.40,0.73,1.47,0.87,0.60,54.30
"Howard, Dougal",355,2020,8.37,4.00,2.00,0.05,0.05,0.16,1.21,0.47,0.90,55.30
"Howard, Dougal",355,2021,12.19,4.86,3.24,0.00,0.05,0.05,1.19,0.67,0.71,61.00
"Howe, Daniel",356,2019,9.25,4.42,6.92,0.08,0.17,0.00,3.67,1.58,1.33,67.80
"Howe, Daniel",356,2021,12.45,5.45,6.20,0.40,0.25,0.00,2.00,0.90,0.85,75.10
"Howe, Jeremy",357,2021,12.25,5.75,5.13,0.13,0.00,0.00,2.38,0.75,0.63,73.40
"Howe, Jeremy",357,2019,12.76,6.76,4.57,0.05,0.00,0.00,1.43,0.91,0.43,73.30
"Hughes, Ethan",359,2021,9.38,3.63,8.00,0.00,0.13,0.00,1.50,0.75,0.63,60.00
"Hughes, Ethan",359,2020,8.24,4.65,4.53,0.00,0.00,0.00,1.18,0.65,0.53,64.30
"Hughes, Ethan",359,2019,8.38,4.76,7.57,0.10,0.10,0.00,1.29,0.71,1.00,58.10
"Hunt, Jayden",360,2020,4.50,1.67,1.33,1.67,0.33,0.00,1.17,0.67,0.33,44.80
"Hunt, Jayden",360,2021,8.95,3.20,4.75,0.10,0.15,0.00,2.45,0.80,0.95,54.50
"Hunt, Jayden",360,2019,7.48,3.67,4.52,1.00,0.48,0.00,2.19,0.38,1.00,55.10
"Hunter, Lachie",361,2020,13.70,5.40,11.60,0.40,0.80,0.00,2.40,1.10,0.60,115.80
"Hunter, Lachie",361,2019,14.44,6.52,12.13,0.22,0.39,0.00,2.30,1.09,0.44,97.80
"Hunter, Lachie",361,2021,13.04,5.00,8.80,0.40,0.28,0.00,2.40,1.36,0.36,84.30
"Hunter, Paul",362,2021,2.57,0.71,4.14,0.29,0.00,16.14,4.00,0.71,1.86,47.10
"Hurley, Michael",363,2020,11.00,6.14,4.71,0.00,0.00,0.00,0.36,0.64,0.86,75.40
"Hurley, Michael",363,2019,14.32,7.95,5.05,0.00,0.00,0.00,0.47,0.53,0.58,77.60
"Hurn, Shannon",364,2021,17.33,6.87,4.47,0.00,0.00,0.00,1.60,0.60,0.33,87.50
"Hurn, Shannon",364,2020,12.06,5.12,3.88,0.00,0.00,0.00,1.53,0.41,0.41,80.70
"Hurn, Shannon",364,2019,18.38,7.33,4.95,0.00,0.10,0.00,1.48,0.86,0.81,91.50
"Hutchings, Mark",366,2019,7.22,2.89,4.72,0.06,0.28,0.00,2.33,0.83,0.56,48.90
"Idun, Connor",367,2021,7.52,5.39,4.96,0.00,0.00,0.00,1.78,0.65,0.48,55.00
"Impey, Jarman",368,2021,13.92,5.39,8.23,0.15,0.00,0.00,2.54,1.23,0.31,85.80
"Impey, Jarman",368,2019,10.82,4.88,5.71,0.41,0.18,0.00,2.77,1.29,0.77,71.20
"Jack, Kieren",369,2019,7.00,2.13,3.00,0.50,0.38,0.00,3.13,0.63,0.50,48.40
"Jackson, Luke",370,2020,3.17,1.50,5.50,0.50,0.33,4.83,1.33,1.17,0.50,47.70
