Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve,KI_norm,MK_norm,HB_norm,GL_norm,BH_norm,HO_norm,TK_norm,FF_norm,FA_norm,%P_norm,FantasyAve_norm
"Finlayson, Jeremy",234.00,2020,15.00,102.00,38.00,21.00,19.00,10.00,44.00,35.00,10.00,10.00,79.10,62.50,0.34,0.30,0.08,0.39,0.28,0.07,0.30,0.23,0.34,0.75,0.46
"Finlayson, Jeremy",234.00,2019,23.00,217.00,118.00,69.00,44.00,25.00,11.00,35.00,13.00,14.00,82.20,67.60,0.46,0.63,0.15,0.58,0.50,0.01,0.21,0.25,0.18,0.82,0.54
"Fiorini, Brayden",235.00,2021,10.00,133.00,52.00,101.00,2.00,2.00,0.00,47.00,7.00,6.00,66.00,94.80,0.26,0.29,0.23,0.03,0.05,0.00,0.25,0.13,0.13,0.61,0.77
"Fiorini, Brayden",235.00,2020,5.00,45.00,18.00,20.00,2.00,0.00,0.00,9.00,2.00,0.00,72.20,69.80,0.15,0.14,0.07,0.04,0.00,0.00,0.08,0.05,0.00,0.66,0.52
"Fiorini, Brayden",235.00,2019,21.00,339.00,88.00,195.00,5.00,7.00,0.00,100.00,11.00,7.00,78.90,99.90,0.72,0.47,0.43,0.07,0.14,0.00,0.59,0.21,0.09,0.78,0.80
"Fisher, Zac",236.00,2021,10.00,85.00,23.00,74.00,4.00,8.00,0.00,24.00,5.00,9.00,79.30,57.80,0.16,0.13,0.17,0.06,0.20,0.00,0.13,0.09,0.20,0.77,0.46
"Fisher, Zac",236.00,2020,8.00,57.00,13.00,50.00,6.00,2.00,0.00,20.00,3.00,1.00,75.50,66.90,0.19,0.10,0.19,0.12,0.06,0.00,0.17,0.07,0.03,0.70,0.49
"Fisher, Zac",236.00,2019,21.00,190.00,49.00,178.00,9.00,7.00,0.00,58.00,10.00,17.00,79.00,63.10,0.40,0.26,0.39,0.12,0.14,0.00,0.34,0.19,0.22,0.78,0.50
"Flanders, Sam",237.00,2021,16.00,96.00,46.00,93.00,4.00,5.00,0.00,62.00,22.00,8.00,67.00,55.40,0.19,0.25,0.21,0.06,0.12,0.00,0.34,0.41,0.17,0.62,0.44
"Flanders, Sam",237.00,2020,5.00,17.00,4.00,14.00,2.00,1.00,0.00,14.00,2.00,2.00,69.60,39.00,0.06,0.03,0.05,0.04,0.03,0.00,0.12,0.05,0.07,0.63,0.25
"Florent, Oliver",238.00,2021,23.00,273.00,93.00,163.00,9.00,6.00,0.00,50.00,18.00,19.00,80.60,71.50,0.53,0.51,0.37,0.15,0.15,0.00,0.27,0.33,0.41,0.78,0.58
"Florent, Oliver",238.00,2020,17.00,180.00,40.00,98.00,4.00,4.00,0.00,43.00,7.00,13.00,81.60,75.30,0.61,0.32,0.36,0.08,0.11,0.00,0.37,0.16,0.45,0.78,0.57
"Florent, Oliver",238.00,2019,21.00,248.00,78.00,156.00,6.00,6.00,0.00,43.00,9.00,20.00,83.50,69.20,0.52,0.41,0.34,0.08,0.12,0.00,0.25,0.17,0.26,0.84,0.55
"Flynn, Matt",239.00,2021,12.00,55.00,46.00,87.00,5.00,2.00,222.00,30.00,16.00,9.00,72.80,70.00,0.11,0.25,0.20,0.08,0.05,0.28,0.16,0.30,0.20,0.69,0.57
"Fogarty, Darcy",240.00,2021,17.00,95.00,53.00,42.00,24.00,12.00,1.00,21.00,19.00,16.00,74.60,43.50,0.18,0.29,0.09,0.39,0.29,0.00,0.11,0.35,0.35,0.71,0.34
"Fogarty, Darcy",240.00,2020,10.00,41.00,19.00,33.00,8.00,1.00,2.00,22.00,11.00,10.00,85.00,45.80,0.14,0.15,0.12,0.16,0.03,0.00,0.19,0.26,0.34,0.83,0.31
"Fogarty, Darcy",240.00,2019,4.00,28.00,22.00,14.00,9.00,1.00,1.00,2.00,1.00,2.00,79.50,59.30,0.06,0.12,0.03,0.12,0.02,0.00,0.01,0.02,0.03,0.79,0.47
"Fogarty, Lachie",241.00,2021,17.00,139.00,57.00,107.00,6.00,6.00,0.00,62.00,16.00,11.00,71.40,63.20,0.27,0.31,0.24,0.10,0.15,0.00,0.34,0.30,0.24,0.67,0.51
"Fogarty, Lachie",241.00,2020,6.00,52.00,17.00,29.00,1.00,1.00,0.00,19.00,10.00,3.00,74.50,72.70,0.18,0.14,0.11,0.02,0.03,0.00,0.16,0.23,0.10,0.69,0.55
"Fogarty, Lachie",241.00,2019,2.00,10.00,3.00,9.00,0.00,0.00,0.00,10.00,1.00,0.00,55.00,49.00,0.02,0.02,0.02,0.00,0.00,0.00,0.06,0.02,0.00,0.51,0.39
"Foley, Luke",242.00,2021,6.00,53.00,23.00,21.00,1.00,0.00,0.00,7.00,0.00,3.00,72.20,49.20,0.10,0.13,0.05,0.02,0.00,0.00,0.04,0.00,0.07,0.68,0.39
"Foley, Luke",242.00,2020,1.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,73.00,23.80,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.67,0.12
"Foot, Zac",243.00,2020,2.00,7.00,6.00,7.00,1.00,0.00,0.00,4.00,1.00,2.00,71.50,43.80,0.02,0.05,0.03,0.02,0.00,0.00,0.03,0.02,0.07,0.65,0.29
"Ford, Eddie",244.00,2021,5.00,24.00,21.00,14.00,3.00,3.00,0.00,4.00,4.00,1.00,66.80,40.20,0.04,0.12,0.03,0.05,0.07,0.00,0.02,0.07,0.02,0.62,0.32
"Fort, Darcy",245.00,2020,5.00,31.00,9.00,16.00,1.00,0.00,107.00,9.00,3.00,13.00,81.40,66.30,0.10,0.07,0.06,0.02,0.00,0.18,0.08,0.07,0.45,0.78,0.49
"Fort, Darcy",245.00,2019,3.00,16.00,6.00,7.00,5.00,0.00,37.00,5.00,4.00,2.00,77.30,55.00,0.03,0.03,0.02,0.07,0.00,0.04,0.03,0.08,0.03,0.76,0.43
"Fox, Robbie",246.00,2021,15.00,95.00,40.00,87.00,0.00,0.00,1.00,28.00,5.00,7.00,69.80,45.10,0.18,0.22,0.20,0.00,0.00,0.00,0.15,0.09,0.15,0.66,0.36
"Fox, Robbie",246.00,2020,14.00,86.00,30.00,58.00,0.00,0.00,0.00,37.00,10.00,9.00,88.60,53.10,0.29,0.24,0.22,0.00,0.00,0.00,0.32,0.23,0.31,0.87,0.37
"Fox, Robbie",246.00,2019,11.00,65.00,25.00,63.00,3.00,1.00,1.00,47.00,5.00,11.00,75.40,52.40,0.14,0.13,0.14,0.04,0.02,0.00,0.28,0.09,0.14,0.74,0.41
"Frampton, Billy",247.00,2021,10.00,64.00,50.00,33.00,2.00,11.00,24.00,8.00,4.00,7.00,82.10,47.00,0.12,0.28,0.07,0.03,0.27,0.03,0.04,0.07,0.15,0.80,0.37
"Frampton, Billy",247.00,2020,5.00,22.00,17.00,18.00,5.00,1.00,20.00,5.00,2.00,8.00,86.20,50.50,0.07,0.14,0.07,0.10,0.03,0.03,0.04,0.05,0.28,0.84,0.35
"Frampton, Billy",247.00,2019,2.00,11.00,3.00,12.00,3.00,2.00,1.00,3.00,2.00,8.00,87.00,38.50,0.02,0.02,0.03,0.04,0.04,0.00,0.02,0.04,0.10,0.88,0.30
"Francis, Aaron",248.00,2021,15.00,99.00,70.00,70.00,2.00,6.00,1.00,17.00,15.00,12.00,82.80,47.50,0.19,0.39,0.16,0.03,0.15,0.00,0.09,0.28,0.26,0.81,0.38
"Francis, Aaron",248.00,2020,8.00,44.00,27.00,35.00,0.00,0.00,0.00,14.00,5.00,4.00,76.90,51.90,0.15,0.22,0.13,0.00,0.00,0.00,0.12,0.12,0.14,0.72,0.36
"Francis, Aaron",248.00,2019,17.00,129.00,80.00,96.00,3.00,3.00,0.00,30.00,10.00,10.00,81.20,55.30,0.27,0.43,0.21,0.04,0.06,0.00,0.18,0.19,0.13,0.81,0.44
"Franklin, Lance",249.00,2021,18.00,157.00,81.00,56.00,51.00,24.00,0.00,46.00,24.00,34.00,89.70,70.10,0.30,0.45,0.13,0.82,0.59,0.00,0.25,0.44,0.74,0.89,0.57
"Franklin, Lance",249.00,2019,10.00,96.00,55.00,21.00,27.00,18.00,0.00,16.00,8.00,14.00,87.80,70.50,0.20,0.29,0.05,0.36,0.36,0.00,0.09,0.15,0.18,0.89,0.56
"Frawley, James",250.00,2021,2.00,13.00,10.00,10.00,0.00,0.00,0.00,2.00,0.00,1.00,76.00,47.00,0.02,0.06,0.02,0.00,0.00,0.00,0.01,0.00,0.02,0.73,0.37
"Frawley, James",250.00,2020,14.00,77.00,41.00,45.00,0.00,0.00,0.00,10.00,6.00,14.00,87.90,40.00,0.26,0.33,0.17,0.00,0.00,0.00,0.09,0.14,0.48,0.86,0.26
"Frawley, James",250.00,2019,18.00,157.00,77.00,61.00,0.00,0.00,0.00,27.00,9.00,15.00,88.00,49.80,0.33,0.41,0.13,0.00,0.00,0.00,0.16,0.17,0.19,0.89,0.39
"Frederick, Martin",251.00,2021,8.00,33.00,17.00,42.00,1.00,0.00,0.00,10.00,5.00,5.00,61.50,33.80,0.06,0.09,0.09,0.02,0.00,0.00,0.05,0.09,0.11,0.56,0.26
"Frederick, Michael",252.00,2021,7.00,52.00,35.00,16.00,5.00,11.00,0.00,7.00,5.00,1.00,70.30,52.00,0.10,0.19,0.04,0.08,0.27,0.00,0.04,0.09,0.02,0.66,0.42
"Frederick, Michael",252.00,2020,10.00,41.00,18.00,39.00,4.00,6.00,0.00,8.00,4.00,5.00,74.40,38.30,0.14,0.14,0.14,0.08,0.17,0.00,0.07,0.09,0.17,0.69,0.25
"Fritsch, Bayley",253.00,2021,24.00,190.00,116.00,54.00,59.00,24.00,0.00,47.00,18.00,21.00,85.40,64.50,0.37,0.64,0.12,0.95,0.59,0.00,0.25,0.33,0.46,0.84,0.52
"Fritsch, Bayley",253.00,2020,16.00,128.00,81.00,48.00,22.00,24.00,0.00,17.00,10.00,10.00,81.80,72.40,0.43,0.65,0.18,0.45,0.67,0.00,0.15,0.23,0.34,0.78,0.54
"Fritsch, Bayley",253.00,2019,22.00,246.00,132.00,118.00,20.00,16.00,0.00,39.00,16.00,15.00,84.90,74.20,0.52,0.70,0.26,0.26,0.32,0.00,0.23,0.30,0.19,0.85,0.59
"Frost, Sam",254.00,2021,22.00,194.00,112.00,139.00,0.00,0.00,3.00,44.00,7.00,31.00,93.00,58.60,0.38,0.62,0.31,0.00,0.00,0.00,0.24,0.13,0.67,0.92,0.47
"Frost, Sam",254.00,2020,16.00,96.00,55.00,68.00,0.00,2.00,0.00,20.00,9.00,16.00,87.40,49.40,0.32,0.44,0.25,0.00,0.06,0.00,0.17,0.21,0.55,0.86,0.34
"Frost, Sam",254.00,2019,22.00,188.00,95.00,108.00,0.00,2.00,0.00,35.00,16.00,23.00,87.30,52.50,0.40,0.51,0.24,0.00,0.04,0.00,0.21,0.30,0.29,0.88,0.41
"Fullarton, Tom",255.00,2021,12.00,52.00,22.00,73.00,3.00,1.00,42.00,21.00,5.00,5.00,75.50,41.90,0.10,0.12,0.16,0.05,0.02,0.05,0.11,0.09,0.11,0.72,0.33
"Fullarton, Tom",255.00,2020,2.00,5.00,1.00,4.00,1.00,3.00,0.00,2.00,1.00,0.00,40.00,27.50,0.02,0.01,0.01,0.02,0.08,0.00,0.02,0.02,0.00,0.25,0.15
"Fyfe, Nat",256.00,2021,15.00,154.00,58.00,207.00,6.00,21.00,0.00,61.00,18.00,36.00,81.30,84.10,0.30,0.32,0.47,0.10,0.51,0.00,0.33,0.33,0.78,0.79,0.68
"Fyfe, Nat",256.00,2020,14.00,130.00,43.00,170.00,10.00,6.00,0.00,42.00,19.00,18.00,82.10,94.50,0.44,0.34,0.63,0.20,0.17,0.00,0.36,0.44,0.62,0.79,0.73
"Fyfe, Nat",256.00,2019,20.00,279.00,96.00,304.00,16.00,13.00,0.00,79.00,49.00,36.00,86.40,105.00,0.59,0.51,0.67,0.21,0.26,0.00,0.47,0.92,0.46,0.87,0.84
"Gaff, Andrew",257.00,2021,21.00,343.00,140.00,234.00,3.00,1.00,0.00,35.00,16.00,16.00,88.00,97.30,0.67,0.77,0.53,0.05,0.02,0.00,0.19,0.30,0.35,0.87,0.79
"Gaff, Andrew",257.00,2020,18.00,251.00,81.00,186.00,5.00,4.00,0.00,42.00,15.00,7.00,95.40,108.60,0.85,0.65,0.69,0.10,0.11,0.00,0.36,0.35,0.24,0.96,0.86
"Gaff, Andrew",257.00,2019,22.00,437.00,141.00,265.00,3.00,1.00,0.00,52.00,18.00,16.00,87.00,111.90,0.92,0.75,0.58,0.04,0.02,0.00,0.31,0.34,0.21,0.88,0.90
"Gallucci, Jordan",258.00,2019,10.00,90.00,36.00,32.00,3.00,2.00,0.00,15.00,6.00,1.00,73.10,52.50,0.19,0.19,0.07,0.04,0.04,0.00,0.09,0.11,0.01,0.72,0.41
"Garcia, Riley",259.00,2021,9.00,57.00,14.00,46.00,4.00,3.00,0.00,17.00,6.00,8.00,69.60,42.40,0.11,0.08,0.10,0.06,0.07,0.00,0.09,0.11,0.17,0.65,0.34
"Gardiner, Darcy",260.00,2021,9.00,61.00,34.00,38.00,0.00,0.00,0.00,4.00,6.00,11.00,73.80,38.90,0.12,0.19,0.09,0.00,0.00,0.00,0.02,0.11,0.24,0.70,0.31
"Gardiner, Darcy",260.00,2020,18.00,139.00,71.00,60.00,0.00,0.00,0.00,25.00,9.00,20.00,95.10,55.50,0.47,0.57,0.22,0.00,0.00,0.00,0.21,0.21,0.69,0.96,0.40
"Gardiner, Darcy",260.00,2019,24.00,239.00,112.00,87.00,1.00,0.00,0.00,53.00,22.00,26.00,88.40,57.90,0.51,0.60,0.19,0.01,0.00,0.00,0.31,0.42,0.33,0.89,0.46
"Gardner, Ryan",261.00,2021,9.00,37.00,20.00,18.00,0.00,0.00,0.00,5.00,5.00,9.00,80.90,22.80,0.07,0.11,0.04,0.00,0.00,0.00,0.03,0.09,0.20,0.78,0.17
"Gardner, Ryan",261.00,2020,10.00,41.00,27.00,35.00,0.00,0.00,0.00,13.00,0.00,10.00,95.20,37.00,0.14,0.22,0.13,0.00,0.00,0.00,0.11,0.00,0.34,0.96,0.23
"Gardner, Ryan",261.00,2019,2.00,4.00,2.00,8.00,2.00,1.00,4.00,1.00,3.00,0.00,72.50,29.00,0.01,0.01,0.02,0.03,0.02,0.00,0.01,0.06,0.00,0.71,0.22
"Garlett, Jarrod",262.00,2019,2.00,15.00,5.00,7.00,0.00,0.00,0.00,7.00,0.00,2.00,66.00,48.00,0.03,0.03,0.02,0.00,0.00,0.00,0.04,0.00,0.03,0.63,0.38
"Garlett, Jeff",263.00,2019,7.00,47.00,19.00,21.00,9.00,9.00,0.00,22.00,1.00,5.00,84.70,53.90,0.10,0.10,0.05,0.12,0.18,0.00,0.13,0.02,0.06,0.85,0.43
"Garner, Joel",264.00,2019,4.00,35.00,14.00,13.00,0.00,0.00,0.00,5.00,0.00,1.00,82.00,47.50,0.07,0.07,0.03,0.00,0.00,0.00,0.03,0.00,0.01,0.82,0.37
"Garner, Taylor",265.00,2021,4.00,36.00,21.00,18.00,7.00,1.00,0.00,7.00,5.00,3.00,79.50,68.50,0.07,0.12,0.04,0.11,0.02,0.00,0.04,0.09,0.07,0.77,0.55
"Garner, Taylor",265.00,2020,2.00,8.00,5.00,13.00,1.00,0.00,0.00,5.00,1.00,3.00,74.50,51.90,0.03,0.04,0.05,0.02,0.00,0.00,0.04,0.02,0.10,0.69,0.36
"Garner, Taylor",265.00,2019,9.00,65.00,32.00,54.00,5.00,6.00,0.00,25.00,2.00,5.00,73.70,58.00,0.14,0.17,0.12,0.07,0.12,0.00,0.15,0.04,0.06,0.72,0.46
"Garthwaite, Ryan",266.00,2021,5.00,25.00,11.00,25.00,0.00,0.00,0.00,9.00,4.00,2.00,95.40,38.40,0.05,0.06,0.06,0.00,0.00,0.00,0.05,0.07,0.04,0.95,0.30
"Garthwaite, Ryan",266.00,2019,7.00,43.00,28.00,20.00,0.00,0.00,0.00,12.00,2.00,4.00,96.90,41.60,0.09,0.15,0.04,0.00,0.00,0.00,0.07,0.04,0.05,0.99,0.32
"Gawn, Max",267.00,2021,25.00,316.00,131.00,147.00,16.00,17.00,804.00,71.00,33.00,34.00,89.10,110.70,0.61,0.72,0.33,0.26,0.41,1.00,0.38,0.61,0.74,0.88,0.90
"Gawn, Max",267.00,2020,14.00,142.00,63.00,80.00,1.00,1.00,458.00,35.00,32.00,9.00,92.60,123.70,0.48,0.50,0.30,0.02,0.03,0.77,0.30,0.74,0.31,0.92,0.99
"Gawn, Max",267.00,2019,21.00,253.00,102.00,119.00,7.00,7.00,829.00,51.00,48.00,32.00,85.90,111.30,0.53,0.54,0.26,0.09,0.14,0.81,0.30,0.91,0.41,0.86,0.90
"Geary, Jarryn",268.00,2021,3.00,22.00,15.00,18.00,1.00,1.00,0.00,7.00,0.00,4.00,71.00,56.70,0.04,0.08,0.04,0.02,0.02,0.00,0.04,0.00,0.09,0.67,0.45
"Geary, Jarryn",268.00,2020,16.00,83.00,48.00,83.00,5.00,1.00,0.00,28.00,6.00,11.00,80.30,52.70,0.28,0.38,0.31,0.10,0.03,0.00,0.24,0.14,0.38,0.77,0.37
"Geary, Jarryn",268.00,2019,5.00,47.00,20.00,47.00,0.00,1.00,0.00,13.00,0.00,3.00,78.60,67.80,0.10,0.11,0.10,0.00,0.02,0.00,0.08,0.00,0.04,0.78,0.54
"Georgiades, Mitch",269.00,2021,21.00,134.00,93.00,76.00,32.00,17.00,0.00,37.00,14.00,31.00,74.80,52.90,0.26,0.51,0.17,0.52,0.41,0.00,0.20,0.26,0.67,0.71,0.42
"Georgiades, Mitch",269.00,2020,7.00,39.00,20.00,19.00,8.00,6.00,0.00,14.00,11.00,5.00,76.70,57.30,0.13,0.16,0.07,0.16,0.17,0.00,0.12,0.26,0.17,0.72,0.41
"Gibbons, Michael",270.00,2021,11.00,98.00,39.00,58.00,8.00,5.00,0.00,27.00,6.00,6.00,71.70,61.50,0.19,0.22,0.13,0.13,0.12,0.00,0.15,0.11,0.13,0.68,0.49
"Gibbons, Michael",270.00,2020,15.00,144.00,51.00,63.00,11.00,6.00,0.00,42.00,10.00,14.00,80.50,76.60,0.48,0.41,0.23,0.22,0.17,0.00,0.36,0.23,0.48,0.77,0.58
"Gibbons, Michael",270.00,2019,21.00,196.00,69.00,112.00,16.00,14.00,0.00,57.00,13.00,20.00,77.60,62.40,0.41,0.37,0.25,0.21,0.28,0.00,0.34,0.25,0.26,0.77,0.50
"Gibbs, Bryce",271.00,2020,3.00,25.00,9.00,21.00,0.00,1.00,0.00,3.00,1.00,4.00,79.30,60.80,0.08,0.07,0.08,0.00,0.03,0.00,0.03,0.02,0.14,0.75,0.44
"Gibbs, Bryce",271.00,2019,12.00,154.00,48.00,83.00,2.00,1.00,0.00,47.00,10.00,5.00,75.40,80.70,0.33,0.26,0.18,0.03,0.02,0.00,0.28,0.19,0.06,0.74,0.65
"Ginnivan, Jack",272.00,2021,5.00,38.00,18.00,7.00,6.00,3.00,0.00,4.00,6.00,3.00,75.40,46.80,0.07,0.10,0.02,0.10,0.07,0.00,0.02,0.11,0.07,0.72,0.37
"Giro, Stefan",273.00,2021,4.00,31.00,13.00,12.00,1.00,0.00,0.00,3.00,2.00,1.00,52.50,43.30,0.06,0.07,0.03,0.02,0.00,0.00,0.02,0.04,0.02,0.45,0.34
"Glass, Conor",274.00,2020,4.00,26.00,13.00,16.00,1.00,0.00,0.00,10.00,0.00,1.00,76.00,60.00,0.09,0.10,0.06,0.02,0.00,0.00,0.09,0.00,0.03,0.71,0.43
"Glass, Conor",274.00,2019,7.00,57.00,25.00,38.00,1.00,1.00,0.00,10.00,2.00,5.00,76.70,50.90,0.12,0.13,0.08,0.01,0.02,0.00,0.06,0.04,0.06,0.76,0.40
"Gleeson, Martin",275.00,2021,6.00,33.00,21.00,27.00,0.00,0.00,0.00,11.00,2.00,2.00,55.80,42.70,0.06,0.12,0.06,0.00,0.00,0.00,0.06,0.04,0.04,0.49,0.34
"Gleeson, Martin",275.00,2020,13.00,75.00,40.00,65.00,0.00,0.00,0.00,17.00,2.00,8.00,82.30,50.10,0.25,0.32,0.24,0.00,0.00,0.00,0.15,0.05,0.28,0.79,0.35
"Gleeson, Martin",275.00,2019,9.00,92.00,40.00,57.00,0.00,1.00,0.00,10.00,7.00,12.00,84.00,58.00,0.19,0.21,0.13,0.00,0.02,0.00,0.06,0.13,0.15,0.84,0.46
"Goldstein, Todd",276.00,2021,22.00,160.00,80.00,154.00,12.00,4.00,655.00,42.00,35.00,25.00,90.60,85.80,0.31,0.44,0.35,0.19,0.10,0.81,0.23,0.65,0.54,0.90,0.70
"Goldstein, Todd",276.00,2020,17.00,105.00,33.00,149.00,6.00,6.00,472.00,35.00,38.00,17.00,92.10,99.50,0.35,0.26,0.55,0.12,0.17,0.80,0.30,0.88,0.59,0.92,0.78
"Goldstein, Todd",276.00,2019,22.00,139.00,62.00,230.00,5.00,7.00,737.00,38.00,34.00,28.00,87.70,88.10,0.29,0.33,0.51,0.07,0.14,0.72,0.22,0.64,0.36,0.88,0.71
"Gollant, Lachlan",277.00,2021,1.00,7.00,3.00,4.00,1.00,1.00,0.00,1.00,1.00,0.00,77.00,50.00,0.01,0.02,0.01,0.02,0.02,0.00,0.01,0.02,0.00,0.74,0.40
"Gowers, Billy",278.00,2020,3.00,12.00,3.00,9.00,0.00,2.00,0.00,3.00,1.00,4.00,74.00,27.50,0.04,0.02,0.03,0.00,0.06,0.00,0.03,0.02,0.14,0.68,0.15
"Gowers, Billy",278.00,2019,10.00,56.00,30.00,33.00,13.00,14.00,0.00,13.00,5.00,13.00,77.70,43.40,0.12,0.16,0.07,0.17,0.28,0.00,0.08,0.09,0.17,0.77,0.34
"Graham, Caleb",279.00,2021,12.00,52.00,42.00,33.00,0.00,1.00,82.00,8.00,3.00,10.00,80.60,36.30,0.10,0.23,0.07,0.00,0.02,0.10,0.04,0.06,0.22,0.78,0.28
"Graham, Caleb",279.00,2020,7.00,36.00,25.00,14.00,0.00,0.00,0.00,2.00,2.00,7.00,84.90,35.70,0.12,0.20,0.05,0.00,0.00,0.00,0.02,0.05,0.24,0.82,0.22
"Graham, Caleb",279.00,2019,3.00,18.00,11.00,17.00,0.00,0.00,0.00,4.00,3.00,1.00,91.00,45.70,0.04,0.06,0.04,0.00,0.00,0.00,0.02,0.06,0.01,0.92,0.36
"Graham, Jack",280.00,2021,22.00,220.00,56.00,198.00,11.00,7.00,0.00,122.00,21.00,27.00,80.80,78.40,0.43,0.31,0.44,0.18,0.17,0.00,0.66,0.39,0.59,0.78,0.64
"Graham, Jack",280.00,2020,16.00,110.00,31.00,130.00,2.00,2.00,0.00,72.00,15.00,19.00,78.90,73.70,0.37,0.25,0.48,0.04,0.06,0.00,0.62,0.35,0.66,0.75,0.55
"Graham, Jack",280.00,2019,16.00,153.00,36.00,119.00,8.00,3.00,0.00,113.00,7.00,20.00,75.50,78.40,0.32,0.19,0.26,0.11,0.06,0.00,0.67,0.13,0.26,0.74,0.63
"Grainger-Barras, Denver",281.00,2021,5.00,25.00,17.00,12.00,0.00,0.00,0.00,11.00,3.00,2.00,75.20,38.20,0.05,0.09,0.03,0.00,0.00,0.00,0.06,0.06,0.04,0.72,0.30
