Player,ID,Season,GM,KI,MK,HB,GL,BH,HO,TK,FF,FA,%P,FantasyAve,KI_norm,MK_norm,HB_norm,GL_norm,BH_norm,HO_norm,TK_norm,FF_norm,FA_norm,%P_norm,FantasyAve_norm
"Ling, Matt",437.00,2020,3.00,20.00,5.00,6.00,0.00,0.00,0.00,2.00,1.00,3.00,73.00,36.30,0.07,0.04,0.02,0.00,0.00,0.00,0.02,0.02,0.10,0.67,0.23
"Lipinski, Patrick",438.00,2021,11.00,74.00,39.00,79.00,2.00,1.00,0.00,22.00,2.00,5.00,60.40,53.20,0.14,0.22,0.18,0.03,0.02,0.00,0.12,0.04,0.11,0.55,0.43
"Lipinski, Patrick",438.00,2020,13.00,90.00,32.00,121.00,5.00,4.00,0.00,30.00,6.00,7.00,80.70,71.80,0.30,0.26,0.45,0.10,0.11,0.00,0.26,0.14,0.24,0.77,0.54
"Lipinski, Patrick",438.00,2019,14.00,137.00,65.00,170.00,11.00,4.00,0.00,50.00,7.00,12.00,76.40,84.80,0.29,0.35,0.37,0.14,0.08,0.00,0.30,0.13,0.15,0.75,0.68
"Lloyd, Daniel",439.00,2021,16.00,140.00,68.00,63.00,20.00,8.00,0.00,45.00,8.00,19.00,82.10,63.10,0.27,0.38,0.14,0.32,0.20,0.00,0.24,0.15,0.41,0.80,0.51
"Lloyd, Daniel",439.00,2020,12.00,74.00,38.00,49.00,7.00,0.00,0.00,28.00,4.00,9.00,74.80,58.90,0.25,0.30,0.18,0.14,0.00,0.00,0.24,0.09,0.31,0.69,0.43
"Lloyd, Daniel",439.00,2019,18.00,130.00,52.00,98.00,16.00,8.00,0.00,44.00,5.00,12.00,80.60,55.10,0.27,0.28,0.22,0.21,0.16,0.00,0.26,0.09,0.15,0.80,0.44
"Lloyd, Jake",440.00,2021,22.00,404.00,124.00,210.00,1.00,1.00,0.00,40.00,14.00,18.00,85.20,96.90,0.79,0.69,0.47,0.02,0.02,0.00,0.22,0.26,0.39,0.83,0.79
"Lloyd, Jake",440.00,2020,17.00,284.00,81.00,155.00,1.00,0.00,0.00,37.00,11.00,5.00,88.90,114.30,0.96,0.65,0.58,0.02,0.00,0.00,0.32,0.26,0.17,0.88,0.91
"Lloyd, Jake",440.00,2019,22.00,431.00,137.00,246.00,3.00,4.00,0.00,37.00,13.00,8.00,89.10,107.00,0.91,0.73,0.54,0.04,0.08,0.00,0.22,0.25,0.10,0.90,0.86
"Lloyd, Sam",441.00,2020,9.00,47.00,26.00,30.00,7.00,5.00,0.00,20.00,8.00,4.00,75.10,55.80,0.16,0.21,0.11,0.14,0.14,0.00,0.17,0.19,0.14,0.70,0.40
"Lloyd, Sam",441.00,2019,23.00,250.00,119.00,104.00,38.00,31.00,0.00,54.00,14.00,16.00,80.30,76.30,0.53,0.63,0.23,0.50,0.62,0.00,0.32,0.26,0.21,0.80,0.61
"Lobb, Rory",442.00,2021,13.00,108.00,73.00,60.00,20.00,19.00,54.00,15.00,13.00,5.00,92.90,70.30,0.21,0.40,0.13,0.32,0.46,0.07,0.08,0.24,0.11,0.92,0.57
"Lobb, Rory",442.00,2020,17.00,116.00,63.00,57.00,10.00,6.00,156.00,24.00,15.00,6.00,97.20,71.00,0.39,0.50,0.21,0.20,0.17,0.26,0.21,0.35,0.21,0.98,0.53
"Lobb, Rory",442.00,2019,15.00,119.00,61.00,78.00,13.00,11.00,319.00,24.00,21.00,10.00,91.00,79.40,0.25,0.32,0.17,0.17,0.22,0.31,0.14,0.40,0.13,0.92,0.63
"Lobbe, Matthew",443.00,2019,2.00,8.00,2.00,6.00,0.00,0.00,55.00,9.00,2.00,5.00,84.50,60.00,0.02,0.01,0.01,0.00,0.00,0.05,0.05,0.04,0.06,0.85,0.48
"Lockhart, Jay",444.00,2020,10.00,55.00,28.00,33.00,0.00,2.00,0.00,19.00,2.00,5.00,73.10,47.50,0.19,0.22,0.12,0.00,0.06,0.00,0.16,0.05,0.17,0.67,0.33
"Lockhart, Jay",444.00,2019,12.00,90.00,52.00,61.00,9.00,3.00,0.00,23.00,6.00,10.00,77.00,56.10,0.19,0.28,0.13,0.12,0.06,0.00,0.14,0.11,0.13,0.76,0.44
"Logue, Griffin",445.00,2021,16.00,113.00,76.00,71.00,0.00,0.00,0.00,22.00,13.00,12.00,91.40,48.40,0.22,0.42,0.16,0.00,0.00,0.00,0.12,0.24,0.26,0.91,0.39
"Logue, Griffin",445.00,2020,5.00,22.00,12.00,27.00,0.00,0.00,0.00,5.00,3.00,1.00,98.20,44.00,0.07,0.10,0.10,0.00,0.00,0.00,0.04,0.07,0.03,1.00,0.30
"Logue, Griffin",445.00,2019,10.00,66.00,45.00,54.00,0.00,0.00,0.00,19.00,5.00,7.00,93.60,50.10,0.14,0.24,0.12,0.00,0.00,0.00,0.11,0.09,0.09,0.95,0.39
"Long, Ben",446.00,2021,15.00,94.00,52.00,49.00,2.00,9.00,0.00,35.00,10.00,16.00,68.90,43.90,0.18,0.29,0.11,0.03,0.22,0.00,0.19,0.19,0.35,0.64,0.35
"Long, Ben",446.00,2020,15.00,90.00,49.00,94.00,0.00,1.00,0.00,30.00,12.00,20.00,82.50,56.50,0.30,0.39,0.35,0.00,0.03,0.00,0.26,0.28,0.69,0.79,0.40
"Long, Ben",446.00,2019,16.00,101.00,59.00,51.00,14.00,9.00,0.00,46.00,13.00,9.00,78.30,52.80,0.21,0.31,0.11,0.18,0.18,0.00,0.27,0.25,0.12,0.78,0.42
"Longer, Billy",447.00,2019,1.00,5.00,5.00,5.00,0.00,0.00,24.00,2.00,2.00,0.00,84.00,74.00,0.01,0.03,0.01,0.00,0.00,0.02,0.01,0.04,0.00,0.84,0.59
"Lonie, Jack",448.00,2021,11.00,68.00,23.00,40.00,4.00,6.00,0.00,22.00,11.00,1.00,67.30,43.50,0.13,0.13,0.09,0.06,0.15,0.00,0.12,0.20,0.02,0.63,0.34
"Lonie, Jack",448.00,2020,13.00,95.00,44.00,36.00,12.00,7.00,0.00,28.00,10.00,5.00,81.50,64.90,0.32,0.35,0.13,0.24,0.19,0.00,0.24,0.23,0.17,0.78,0.48
"Lonie, Jack",448.00,2019,13.00,127.00,50.00,49.00,13.00,19.00,0.00,34.00,21.00,6.00,74.50,66.50,0.27,0.27,0.11,0.17,0.38,0.00,0.20,0.40,0.08,0.73,0.53
"Lukosius, Jack",449.00,2021,22.00,382.00,172.00,60.00,3.00,11.00,0.00,32.00,13.00,20.00,84.80,86.00,0.74,0.95,0.13,0.05,0.27,0.00,0.17,0.24,0.43,0.83,0.70
"Lukosius, Jack",449.00,2020,17.00,219.00,62.00,59.00,3.00,3.00,0.00,27.00,8.00,13.00,82.80,77.90,0.74,0.50,0.22,0.06,0.08,0.00,0.23,0.19,0.45,0.80,0.59
"Lukosius, Jack",449.00,2019,21.00,183.00,90.00,54.00,3.00,4.00,0.00,44.00,7.00,11.00,76.60,52.30,0.39,0.48,0.12,0.04,0.08,0.00,0.26,0.13,0.14,0.76,0.41
"Lycett, Scott",450.00,2021,20.00,140.00,56.00,154.00,6.00,6.00,520.00,77.00,27.00,38.00,78.90,84.00,0.27,0.31,0.35,0.10,0.15,0.65,0.42,0.50,0.83,0.76,0.68
"Lycett, Scott",450.00,2020,15.00,76.00,19.00,89.00,2.00,3.00,352.00,39.00,25.00,12.00,79.70,81.30,0.26,0.15,0.33,0.04,0.08,0.59,0.33,0.58,0.41,0.76,0.62
"Lycett, Scott",450.00,2019,18.00,135.00,56.00,149.00,6.00,5.00,462.00,53.00,29.00,40.00,81.20,83.10,0.29,0.30,0.33,0.08,0.10,0.45,0.31,0.55,0.51,0.81,0.66
"Lynch, Max",451.00,2021,2.00,9.00,4.00,14.00,0.00,0.00,41.00,5.00,1.00,2.00,78.00,61.50,0.02,0.02,0.03,0.00,0.00,0.05,0.03,0.02,0.04,0.75,0.49
"Lynch, Max",451.00,2020,1.00,1.00,0.00,1.00,0.00,0.00,2.00,5.00,0.00,1.00,58.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.48,0.17
"Lynch, Tom",452.00,2021,12.00,129.00,64.00,86.00,8.00,9.00,0.00,15.00,13.00,8.00,76.30,71.40,0.25,0.35,0.19,0.13,0.22,0.00,0.08,0.24,0.17,0.73,0.58
"Lynch, Tom",452.00,2021,18.00,130.00,87.00,69.00,35.00,33.00,24.00,28.00,17.00,24.00,93.40,61.80,0.25,0.48,0.16,0.56,0.80,0.03,0.15,0.31,0.52,0.93,0.50
"Lynch, Tom",452.00,2020,13.00,144.00,53.00,78.00,6.00,5.00,0.00,13.00,7.00,6.00,81.10,79.70,0.48,0.42,0.29,0.12,0.14,0.00,0.11,0.16,0.21,0.78,0.61
"Lynch, Tom",452.00,2020,19.00,121.00,67.00,51.00,32.00,27.00,2.00,23.00,17.00,26.00,89.90,60.40,0.41,0.54,0.19,0.65,0.75,0.00,0.20,0.40,0.90,0.89,0.44
"Lynch, Tom",452.00,2019,16.00,213.00,116.00,113.00,17.00,13.00,0.00,29.00,9.00,9.00,87.20,89.10,0.45,0.62,0.25,0.22,0.26,0.00,0.17,0.17,0.12,0.88,0.71
"Lynch, Tom",452.00,2019,25.00,198.00,126.00,72.00,63.00,31.00,2.00,37.00,36.00,32.00,90.60,64.60,0.42,0.67,0.16,0.83,0.62,0.00,0.22,0.68,0.41,0.92,0.51
"Lyons, Jarryd",453.00,2021,24.00,395.00,119.00,279.00,10.00,7.00,0.00,154.00,38.00,11.00,80.40,116.20,0.77,0.66,0.63,0.16,0.17,0.00,0.83,0.70,0.24,0.78,0.95
"Lyons, Jarryd",453.00,2020,19.00,255.00,64.00,156.00,4.00,10.00,0.00,77.00,22.00,12.00,83.50,105.10,0.86,0.51,0.58,0.08,0.28,0.00,0.66,0.51,0.41,0.81,0.83
"Lyons, Jarryd",453.00,2019,24.00,338.00,72.00,234.00,14.00,10.00,0.00,143.00,28.00,18.00,79.80,97.40,0.71,0.38,0.52,0.18,0.20,0.00,0.85,0.53,0.23,0.79,0.78
"Mackay, David",454.00,2021,18.00,147.00,42.00,93.00,6.00,6.00,0.00,40.00,16.00,7.00,70.10,52.80,0.28,0.23,0.21,0.10,0.15,0.00,0.22,0.30,0.15,0.66,0.42
"Mackay, David",454.00,2020,10.00,73.00,25.00,82.00,2.00,2.00,0.00,16.00,3.00,7.00,81.00,64.80,0.25,0.20,0.30,0.04,0.06,0.00,0.14,0.07,0.24,0.77,0.48
"Mackay, David",454.00,2019,18.00,185.00,57.00,125.00,3.00,1.00,0.00,50.00,9.00,7.00,82.70,65.70,0.39,0.30,0.28,0.04,0.02,0.00,0.30,0.17,0.09,0.83,0.52
"Macmillan, Jamie",455.00,2020,10.00,67.00,27.00,58.00,1.00,0.00,0.00,23.00,15.00,6.00,77.30,61.60,0.23,0.22,0.22,0.02,0.00,0.00,0.20,0.35,0.21,0.73,0.45
"Macmillan, Jamie",455.00,2019,18.00,217.00,88.00,151.00,0.00,0.00,0.00,39.00,18.00,14.00,83.60,74.90,0.46,0.47,0.33,0.00,0.00,0.00,0.23,0.34,0.18,0.84,0.60
"Macpherson, Darcy",456.00,2021,11.00,98.00,48.00,60.00,1.00,6.00,0.00,43.00,9.00,10.00,68.30,65.50,0.19,0.27,0.13,0.02,0.15,0.00,0.23,0.17,0.22,0.64,0.53
"Macpherson, Darcy",456.00,2020,12.00,80.00,26.00,58.00,4.00,0.00,0.00,33.00,11.00,8.00,78.10,60.10,0.27,0.21,0.22,0.08,0.00,0.00,0.28,0.26,0.28,0.74,0.44
"Macpherson, Darcy",456.00,2019,22.00,262.00,91.00,149.00,12.00,9.00,0.00,134.00,24.00,25.00,81.60,87.40,0.55,0.48,0.33,0.16,0.18,0.00,0.79,0.45,0.32,0.81,0.70
"Macrae, Finlay",457.00,2021,9.00,45.00,26.00,69.00,1.00,0.00,0.00,9.00,2.00,3.00,56.20,42.90,0.09,0.14,0.16,0.02,0.00,0.00,0.05,0.04,0.07,0.50,0.34
"Macrae, Jack",458.00,2021,26.00,435.00,102.00,445.00,6.00,4.00,1.00,128.00,44.00,26.00,82.80,116.20,0.85,0.56,1.00,0.10,0.10,0.00,0.69,0.81,0.57,0.81,0.95
"Macrae, Jack",458.00,2020,18.00,206.00,50.00,269.00,3.00,3.00,7.00,71.00,29.00,10.00,85.10,112.30,0.69,0.40,1.00,0.06,0.08,0.01,0.61,0.67,0.34,0.83,0.89
"Macrae, Jack",458.00,2019,23.00,342.00,101.00,425.00,5.00,2.00,2.00,120.00,43.00,21.00,85.30,116.20,0.72,0.54,0.94,0.07,0.04,0.00,0.71,0.81,0.27,0.86,0.94
"Madden, James",459.00,2021,9.00,49.00,25.00,50.00,1.00,0.00,0.00,16.00,8.00,2.00,78.60,43.80,0.09,0.14,0.11,0.02,0.00,0.00,0.09,0.15,0.04,0.76,0.35
"Madgen, Jack",460.00,2021,19.00,159.00,88.00,145.00,1.00,2.00,0.00,19.00,10.00,6.00,79.20,58.30,0.31,0.49,0.33,0.02,0.05,0.00,0.10,0.19,0.13,0.76,0.47
"Madgen, Jack",460.00,2020,13.00,85.00,46.00,70.00,0.00,0.00,0.00,22.00,9.00,2.00,80.60,60.00,0.29,0.37,0.26,0.00,0.00,0.00,0.19,0.21,0.07,0.77,0.43
"Madgen, Jack",460.00,2019,4.00,24.00,15.00,19.00,0.00,0.00,0.00,7.00,2.00,3.00,81.80,44.00,0.05,0.08,0.04,0.00,0.00,0.00,0.04,0.04,0.04,0.82,0.34
"Maginness, Finn",461.00,2021,2.00,5.00,1.00,10.00,0.00,0.00,0.00,5.00,1.00,1.00,58.00,28.00,0.01,0.01,0.02,0.00,0.00,0.00,0.03,0.02,0.02,0.52,0.22
"Maginness, Finn",461.00,2020,1.00,2.00,0.00,8.00,0.00,0.00,0.00,5.00,0.00,1.00,77.00,48.80,0.01,0.00,0.03,0.00,0.00,0.00,0.04,0.00,0.03,0.72,0.34
"Mahony, Jack",462.00,2021,19.00,116.00,53.00,104.00,9.00,4.00,0.00,61.00,14.00,13.00,76.80,52.20,0.22,0.29,0.23,0.15,0.10,0.00,0.33,0.26,0.28,0.74,0.42
"Mahony, Jack",462.00,2020,10.00,28.00,12.00,56.00,3.00,2.00,0.00,26.00,9.00,5.00,74.60,43.80,0.09,0.10,0.21,0.06,0.06,0.00,0.22,0.21,0.17,0.69,0.29
"Mansell, Rhyan",463.00,2021,13.00,91.00,35.00,53.00,1.00,0.00,0.00,29.00,13.00,14.00,70.60,44.40,0.18,0.19,0.12,0.02,0.00,0.00,0.16,0.24,0.30,0.66,0.35
"Marchbank, Caleb",464.00,2019,13.00,119.00,65.00,53.00,0.00,0.00,0.00,27.00,9.00,13.00,88.80,56.60,0.25,0.35,0.12,0.00,0.00,0.00,0.16,0.17,0.17,0.90,0.45
"Markov, Oleg",465.00,2021,17.00,193.00,107.00,90.00,1.00,4.00,0.00,38.00,6.00,5.00,75.30,72.50,0.37,0.59,0.20,0.02,0.10,0.00,0.21,0.11,0.11,0.72,0.59
"Markov, Oleg",465.00,2020,6.00,47.00,16.00,21.00,0.00,1.00,0.00,6.00,6.00,2.00,80.50,53.30,0.16,0.13,0.08,0.00,0.03,0.00,0.05,0.14,0.07,0.77,0.38
"Markov, Oleg",465.00,2019,2.00,15.00,9.00,13.00,0.00,2.00,0.00,3.00,1.00,1.00,86.50,55.00,0.03,0.05,0.03,0.00,0.04,0.00,0.02,0.02,0.01,0.87,0.43
"Marsh, Jonathon",466.00,2020,6.00,28.00,10.00,25.00,2.00,5.00,2.00,14.00,4.00,2.00,77.80,49.40,0.09,0.08,0.09,0.04,0.14,0.00,0.12,0.09,0.07,0.73,0.34
"Marsh, Jonathon",466.00,2019,5.00,29.00,15.00,12.00,1.00,1.00,0.00,11.00,3.00,5.00,85.80,39.00,0.06,0.08,0.03,0.01,0.02,0.00,0.07,0.06,0.06,0.86,0.30
"Marshall, Rowan",467.00,2021,13.00,137.00,63.00,66.00,9.00,5.00,241.00,39.00,18.00,13.00,73.70,89.80,0.27,0.35,0.15,0.15,0.12,0.30,0.21,0.33,0.28,0.70,0.73
"Marshall, Rowan",467.00,2020,19.00,192.00,83.00,74.00,13.00,11.00,277.00,41.00,30.00,24.00,85.50,96.10,0.65,0.66,0.28,0.27,0.31,0.47,0.35,0.70,0.83,0.83,0.75
"Marshall, Rowan",467.00,2019,20.00,198.00,83.00,157.00,8.00,2.00,569.00,69.00,36.00,37.00,86.20,98.90,0.42,0.44,0.35,0.11,0.04,0.56,0.41,0.68,0.47,0.87,0.79
"Marshall, Todd",468.00,2021,21.00,159.00,85.00,55.00,24.00,12.00,5.00,27.00,18.00,8.00,68.80,52.60,0.31,0.47,0.12,0.39,0.29,0.01,0.15,0.33,0.17,0.64,0.42
"Marshall, Todd",468.00,2020,14.00,84.00,41.00,27.00,11.00,9.00,3.00,35.00,10.00,5.00,76.10,57.30,0.28,0.33,0.10,0.22,0.25,0.01,0.30,0.23,0.17,0.71,0.41
"Marshall, Todd",468.00,2019,10.00,68.00,35.00,26.00,10.00,4.00,1.00,23.00,13.00,4.00,74.30,51.90,0.14,0.19,0.06,0.13,0.08,0.00,0.14,0.25,0.05,0.73,0.41
"Martin, Dustin",469.00,2021,16.00,200.00,46.00,161.00,19.00,7.00,0.00,36.00,9.00,12.00,84.70,81.10,0.39,0.25,0.36,0.31,0.17,0.00,0.19,0.17,0.26,0.83,0.66
"Martin, Dustin",469.00,2020,20.00,251.00,52.00,162.00,22.00,11.00,1.00,46.00,13.00,22.00,89.20,94.30,0.85,0.42,0.60,0.45,0.31,0.00,0.39,0.30,0.76,0.88,0.73
"Martin, Dustin",469.00,2019,23.00,377.00,96.00,223.00,32.00,15.00,0.00,56.00,18.00,40.00,83.40,95.40,0.80,0.51,0.49,0.42,0.30,0.00,0.33,0.34,0.51,0.84,0.77
"Martin, Jack",470.00,2021,11.00,94.00,61.00,46.00,8.00,6.00,0.00,26.00,9.00,11.00,78.30,62.80,0.18,0.34,0.10,0.13,0.15,0.00,0.14,0.17,0.24,0.75,0.51
"Martin, Jack",470.00,2020,15.00,115.00,64.00,88.00,12.00,11.00,0.00,48.00,16.00,16.00,75.70,79.70,0.39,0.51,0.33,0.24,0.31,0.00,0.41,0.37,0.55,0.71,0.61
"Martin, Jack",470.00,2019,16.00,185.00,66.00,105.00,8.00,11.00,0.00,89.00,24.00,21.00,79.90,83.70,0.39,0.35,0.23,0.11,0.22,0.00,0.53,0.45,0.27,0.79,0.67
"Martin, Stefan",471.00,2021,9.00,29.00,11.00,64.00,1.00,0.00,154.00,17.00,9.00,20.00,70.70,47.20,0.05,0.06,0.14,0.02,0.00,0.19,0.09,0.17,0.43,0.67,0.38
"Martin, Stefan",471.00,2020,8.00,37.00,8.00,21.00,1.00,1.00,137.00,19.00,8.00,9.00,60.30,59.10,0.12,0.06,0.08,0.02,0.03,0.23,0.16,0.19,0.31,0.51,0.43
"Martin, Stefan",471.00,2019,24.00,226.00,60.00,168.00,5.00,7.00,646.00,59.00,49.00,33.00,81.30,86.00,0.48,0.32,0.37,0.07,0.14,0.63,0.35,0.92,0.42,0.81,0.69
"Martyn, Will",472.00,2021,3.00,14.00,6.00,12.00,0.00,0.00,0.00,3.00,0.00,4.00,44.70,28.00,0.03,0.03,0.03,0.00,0.00,0.00,0.02,0.00,0.09,0.36,0.22
"Masten, Chris",473.00,2019,17.00,168.00,93.00,114.00,3.00,1.00,0.00,30.00,7.00,9.00,86.60,66.50,0.36,0.49,0.25,0.04,0.02,0.00,0.18,0.13,0.12,0.87,0.53
"Matera, Brandon",474.00,2020,5.00,25.00,8.00,6.00,3.00,3.00,0.00,12.00,4.00,3.00,78.00,43.80,0.08,0.06,0.02,0.06,0.08,0.00,0.10,0.09,0.10,0.74,0.29
"Matera, Brandon",474.00,2019,20.00,181.00,72.00,80.00,30.00,25.00,0.00,39.00,6.00,16.00,74.80,61.90,0.38,0.38,0.18,0.39,0.50,0.00,0.23,0.11,0.21,0.74,0.49
"Mathieson, Rhys",475.00,2021,15.00,84.00,36.00,85.00,2.00,2.00,0.00,39.00,8.00,15.00,45.20,44.20,0.16,0.20,0.19,0.03,0.05,0.00,0.21,0.15,0.33,0.37,0.35
"Mathieson, Rhys",475.00,2020,1.00,8.00,5.00,6.00,0.00,0.00,0.00,2.00,2.00,0.00,81.00,76.30,0.03,0.04,0.02,0.00,0.00,0.00,0.02,0.05,0.00,0.77,0.58
"Mathieson, Rhys",475.00,2019,9.00,69.00,23.00,68.00,4.00,3.00,0.00,28.00,6.00,16.00,73.20,56.60,0.15,0.12,0.15,0.05,0.06,0.00,0.17,0.11,0.21,0.72,0.45
"May, Steven",476.00,2021,23.00,339.00,125.00,61.00,0.00,2.00,0.00,24.00,14.00,17.00,93.30,68.50,0.66,0.69,0.14,0.00,0.05,0.00,0.13,0.26,0.37,0.93,0.55
"May, Steven",476.00,2020,17.00,210.00,76.00,62.00,1.00,0.00,0.00,14.00,9.00,4.00,94.60,76.50,0.71,0.61,0.23,0.02,0.00,0.00,0.12,0.21,0.14,0.95,0.58
"May, Steven",476.00,2019,8.00,104.00,30.00,17.00,1.00,2.00,1.00,9.00,5.00,9.00,83.90,57.40,0.22,0.16,0.04,0.01,0.04,0.00,0.05,0.09,0.12,0.84,0.45
"Mayes, Sam",477.00,2021,11.00,35.00,17.00,35.00,5.00,3.00,0.00,20.00,2.00,2.00,39.50,30.50,0.07,0.09,0.08,0.08,0.07,0.00,0.11,0.04,0.04,0.30,0.24
"Mayes, Sam",477.00,2020,6.00,50.00,20.00,32.00,1.00,2.00,0.00,17.00,5.00,3.00,83.30,72.10,0.17,0.16,0.12,0.02,0.06,0.00,0.15,0.12,0.10,0.80,0.54
"Maynard, Brayden",478.00,2021,22.00,335.00,121.00,126.00,1.00,0.00,0.00,57.00,16.00,26.00,86.30,81.50,0.65,0.67,0.28,0.02,0.00,0.00,0.31,0.30,0.57,0.85,0.66
"Maynard, Brayden",478.00,2020,19.00,254.00,78.00,95.00,0.00,1.00,0.00,47.00,17.00,18.00,86.00,88.00,0.86,0.62,0.35,0.00,0.03,0.00,0.40,0.40,0.62,0.84,0.68
"Maynard, Brayden",478.00,2019,24.00,310.00,104.00,144.00,1.00,3.00,0.00,92.00,24.00,24.00,87.40,77.50,0.66,0.55,0.32,0.01,0.06,0.00,0.54,0.45,0.31,0.88,0.62
"Mayne, Chris",479.00,2021,17.00,225.00,128.00,179.00,0.00,0.00,0.00,44.00,12.00,9.00,83.70,92.80,0.44,0.71,0.40,0.00,0.00,0.00,0.24,0.22,0.20,0.82,0.76
"Mayne, Chris",479.00,2020,14.00,89.00,50.00,116.00,0.00,2.00,0.00,38.00,8.00,8.00,80.60,70.30,0.30,0.40,0.43,0.00,0.06,0.00,0.32,0.19,0.28,0.77,0.52
"Mayne, Chris",479.00,2019,21.00,219.00,116.00,183.00,4.00,2.00,0.00,56.00,15.00,9.00,81.40,76.60,0.46,0.62,0.40,0.05,0.04,0.00,0.33,0.28,0.12,0.81,0.61
"McAdam, Shane",480.00,2021,15.00,79.00,56.00,48.00,25.00,11.00,0.00,34.00,14.00,21.00,73.80,49.90,0.15,0.31,0.11,0.40,0.27,0.00,0.18,0.26,0.46,0.70,0.40
"McAdam, Shane",480.00,2020,13.00,79.00,47.00,43.00,12.00,12.00,0.00,38.00,11.00,9.00,77.00,65.80,0.27,0.38,0.16,0.24,0.33,0.00,0.32,0.26,0.31,0.72,0.49
"McAsey, Fischer",481.00,2020,10.00,35.00,21.00,29.00,0.00,2.00,0.00,12.00,4.00,2.00,85.50,34.30,0.12,0.17,0.11,0.00,0.06,0.00,0.10,0.09,0.07,0.83,0.21
"McCarthy, Cam",482.00,2020,1.00,8.00,3.00,3.00,0.00,1.00,0.00,1.00,1.00,0.00,69.00,56.30,0.03,0.02,0.01,0.00,0.03,0.00,0.01,0.02,0.00,0.62,0.40
"McCarthy, Cam",482.00,2019,12.00,94.00,49.00,42.00,19.00,7.00,0.00,15.00,9.00,9.00,88.80,56.30,0.20,0.26,0.09,0.25,0.14,0.00,0.09,0.17,0.12,0.90,0.45
"McCarthy, Lincoln",483.00,2021,24.00,183.00,77.00,123.00,36.00,15.00,0.00,80.00,27.00,28.00,82.30,63.30,0.35,0.43,0.28,0.58,0.37,0.00,0.43,0.50,0.61,0.80,0.51
"McCarthy, Lincoln",483.00,2020,17.00,89.00,40.00,76.00,15.00,15.00,0.00,53.00,14.00,11.00,80.30,61.50,0.30,0.32,0.28,0.31,0.42,0.00,0.45,0.33,0.38,0.77,0.45
"McCarthy, Lincoln",483.00,2019,24.00,179.00,70.00,135.00,20.00,13.00,0.00,94.00,14.00,32.00,79.20,60.20,0.38,0.37,0.30,0.26,0.26,0.00,0.56,0.26,0.41,0.79,0.48
"McCartin, Tom",484.00,2021,22.00,196.00,111.00,101.00,0.00,0.00,0.00,23.00,17.00,16.00,93.20,53.80,0.38,0.61,0.23,0.00,0.00,0.00,0.12,0.31,0.35,0.93,0.43
"McCartin, Tom",484.00,2020,14.00,70.00,51.00,49.00,9.00,2.00,3.00,12.00,9.00,13.00,83.30,48.00,0.24,0.41,0.18,0.18,0.06,0.01,0.10,0.21,0.45,0.80,0.33
"McCartin, Tom",484.00,2019,19.00,127.00,79.00,64.00,11.00,10.00,0.00,28.00,18.00,10.00,83.80,48.50,0.27,0.42,0.14,0.14,0.20,0.00,0.17,0.34,0.13,0.84,0.38
"McCluggage, Hugh",485.00,2021,24.00,407.00,123.00,193.00,15.00,22.00,0.00,89.00,23.00,23.00,82.60,99.90,0.79,0.68,0.43,0.24,0.54,0.00,0.48,0.43,0.50,0.80,0.81
"McCluggage, Hugh",485.00,2020,19.00,219.00,70.00,136.00,8.00,21.00,0.00,52.00,13.00,6.00,84.70,92.80,0.74,0.56,0.51,0.16,0.58,0.00,0.44,0.30,0.21,0.82,0.72
"McCluggage, Hugh",485.00,2019,23.00,320.00,90.00,201.00,23.00,14.00,0.00,84.00,23.00,16.00,81.70,91.10,0.68,0.48,0.44,0.30,0.28,0.00,0.50,0.43,0.21,0.82,0.73
"McCreery, Beau",486.00,2021,13.00,52.00,24.00,30.00,11.00,6.00,0.00,43.00,3.00,13.00,58.70,38.20,0.10,0.13,0.07,0.18,0.15,0.00,0.23,0.06,0.28,0.53,0.30
"McDonald, Logan",487.00,2021,7.00,38.00,22.00,21.00,9.00,5.00,0.00,6.00,8.00,3.00,72.00,43.40,0.07,0.12,0.05,0.15,0.12,0.00,0.03,0.15,0.07,0.68,0.34
"McDonald, Luke",488.00,2021,11.00,114.00,57.00,75.00,0.00,2.00,0.00,28.00,2.00,10.00,76.10,68.10,0.22,0.31,0.17,0.00,0.05,0.00,0.15,0.04,0.22,0.73,0.55
"McDonald, Luke",488.00,2020,17.00,209.00,68.00,135.00,0.00,0.00,0.00,44.00,7.00,17.00,90.90,90.70,0.70,0.54,0.50,0.00,0.00,0.00,0.38,0.16,0.59,0.90,0.70
"McDonald, Luke",488.00,2019,13.00,101.00,51.00,93.00,1.00,0.00,0.00,33.00,7.00,10.00,86.80,58.20,0.21,0.27,0.20,0.01,0.00,0.00,0.20,0.13,0.13,0.87,0.46
"McDonald, Oscar",489.00,2021,3.00,8.00,3.00,1.00,2.00,1.00,0.00,2.00,3.00,1.00,16.30,18.70,0.01,0.02,0.00,0.03,0.02,0.00,0.01,0.06,0.02,0.03,0.14
"McDonald, Oscar",489.00,2020,7.00,42.00,17.00,27.00,0.00,0.00,1.00,8.00,1.00,5.00,92.60,44.60,0.14,0.14,0.10,0.00,0.00,0.00,0.07,0.02,0.17,0.92,0.30
